periodyear,naicstitle,edr,wage.type,wages
2012,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,totwageYear,3943464
2011,"Total, All Industries",EDR 8 - Southwest,totwageYear,1729456645
2011,Animal Production and Aquaculture,EDR 8 - Southwest,totwageYear,29657892
2011,Support Activities for Crop Production,EDR 8 - Southwest,totwageYear,10498346
2011,Food Manufacturing,EDR 8 - Southwest,totwageYear,202603124
2011,Agricultural Implement Manufacturing,EDR 8 - Southwest,totwageYear,20417197
2011,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,totwageYear,35574737
2011,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,totwageYear,14891909
2010,"Total, All Industries",EDR 8 - Southwest,totwageYear,1663237280
2010,Animal Production and Aquaculture,EDR 8 - Southwest,totwageYear,23860869
2010,Support Activities for Crop Production,EDR 8 - Southwest,totwageYear,9752098
2010,Food Manufacturing,EDR 8 - Southwest,totwageYear,195782239
2010,Agricultural Implement Manufacturing,EDR 8 - Southwest,totwageYear,69144574
2010,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,totwageYear,34756951
2010,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,totwageYear,15179129
2009,"Total, All Industries",EDR 8 - Southwest,totwageYear,1638289166
2009,Animal Production and Aquaculture,EDR 8 - Southwest,totwageYear,24073471
2009,Support Activities for Crop Production,EDR 8 - Southwest,totwageYear,9274847
2009,Food Manufacturing,EDR 8 - Southwest,totwageYear,185731556
2009,Agricultural Implement Manufacturing,EDR 8 - Southwest,totwageYear,68039874
2009,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,totwageYear,31235795
2009,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,totwageYear,3834273.3333333335
2008,"Total, All Industries",EDR 8 - Southwest,totwageYear,1646008235
2008,Animal Production and Aquaculture,EDR 8 - Southwest,totwageYear,24203614
2008,Support Activities for Crop Production,EDR 8 - Southwest,totwageYear,8653261
2008,Food Manufacturing,EDR 8 - Southwest,totwageYear,167418784
2008,Agricultural Implement Manufacturing,EDR 8 - Southwest,totwageYear,72747189
2008,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,totwageYear,29010254
2008,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,totwageYear,13667318
2007,"Total, All Industries",EDR 8 - Southwest,totwageYear,1553528871
2007,Animal Production and Aquaculture,EDR 8 - Southwest,totwageYear,23456075
2007,Support Activities for Crop Production,EDR 8 - Southwest,totwageYear,7617253
2007,Food Manufacturing,EDR 8 - Southwest,totwageYear,156279410
2007,Agricultural Implement Manufacturing,EDR 8 - Southwest,totwageYear,64626269
2007,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,totwageYear,25082822
2007,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,totwageYear,3758466.6666666665
2006,"Total, All Industries",EDR 8 - Southwest,totwageYear,1503826411
2006,Animal Production and Aquaculture,EDR 8 - Southwest,totwageYear,21077408
2006,Support Activities for Crop Production,EDR 8 - Southwest,totwageYear,6634135
2006,Food Manufacturing,EDR 8 - Southwest,totwageYear,149644566
2006,Agricultural Implement Manufacturing,EDR 8 - Southwest,totwageYear,66958781
2006,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,totwageYear,23055673
2006,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,totwageYear,3564937.5
2005,"Total, All Industries",EDR 8 - Southwest,totwageYear,1430068807
2005,Animal Production and Aquaculture,EDR 8 - Southwest,totwageYear,19592370
2005,Support Activities for Crop Production,EDR 8 - Southwest,totwageYear,5551904
2005,Support Activities for Animal Production,EDR 8 - Southwest,totwageYear,259458
2005,Food Manufacturing,EDR 8 - Southwest,totwageYear,139900838
2005,Agricultural Implement Manufacturing,EDR 8 - Southwest,totwageYear,63844938
2005,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,totwageYear,23256290
2004,"Total, All Industries",EDR 8 - Southwest,totwageYear,1386205986
2004,Animal Production and Aquaculture,EDR 8 - Southwest,totwageYear,17721720
2004,Support Activities for Crop Production,EDR 8 - Southwest,totwageYear,5160035
2004,Support Activities for Animal Production,EDR 8 - Southwest,totwageYear,1208219
2004,Food Manufacturing,EDR 8 - Southwest,totwageYear,132372721
2004,Agricultural Implement Manufacturing,EDR 8 - Southwest,totwageYear,61881085
2004,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,totwageYear,22801118
2004,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,totwageYear,3842527.6666666665
2003,"Total, All Industries",EDR 8 - Southwest,totwageYear,1338631941
2003,Animal Production and Aquaculture,EDR 8 - Southwest,totwageYear,15980475
2003,Support Activities for Crop Production,EDR 8 - Southwest,totwageYear,4360382
2003,Support Activities for Animal Production,EDR 8 - Southwest,totwageYear,1429812
2003,Food Manufacturing,EDR 8 - Southwest,totwageYear,130172583
2003,Agricultural Implement Manufacturing,EDR 8 - Southwest,totwageYear,53700101
2003,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,totwageYear,21967763
2002,"Total, All Industries",EDR 8 - Southwest,totwageYear,1311479947
2002,Animal Production and Aquaculture,EDR 8 - Southwest,totwageYear,15321343
2002,Support Activities for Crop Production,EDR 8 - Southwest,totwageYear,3846879
2002,Support Activities for Animal Production,EDR 8 - Southwest,totwageYear,1281473
2002,Food Manufacturing,EDR 8 - Southwest,totwageYear,201843238
2002,Agricultural Implement Manufacturing,EDR 8 - Southwest,totwageYear,49175164
2002,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,totwageYear,20671309
2001,"Total, All Industries",EDR 8 - Southwest,totwageYear,1261973446
2001,Animal Production and Aquaculture,EDR 8 - Southwest,totwageYear,14050747
2001,Support Activities for Crop Production,EDR 8 - Southwest,totwageYear,4623638
2001,Support Activities for Animal Production,EDR 8 - Southwest,totwageYear,1118660
2001,Food Manufacturing,EDR 8 - Southwest,totwageYear,183548175
2001,Agricultural Implement Manufacturing,EDR 8 - Southwest,totwageYear,44443114
2001,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,totwageYear,21979616
2018,"Total, All Industries",EDR 9 - South Central,totwageYear,4543732764
2018,Crop Production,EDR 9 - South Central,totwageYear,11496200
2018,Animal Production and Aquaculture,EDR 9 - South Central,totwageYear,120615027
2018,Support Activities for Crop Production,EDR 9 - South Central,totwageYear,2055059.3333333333
2018,Support Activities for Animal Production,EDR 9 - South Central,totwageYear,5858856
2018,Food Manufacturing,EDR 9 - South Central,totwageYear,310878480
2018,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,totwageYear,38506093
2018,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,totwageYear,67011325
2017,"Total, All Industries",EDR 9 - South Central,totwageYear,4409238832
2017,Crop Production,EDR 9 - South Central,totwageYear,11417369
2017,Animal Production and Aquaculture,EDR 9 - South Central,totwageYear,132676745
2017,Support Activities for Crop Production,EDR 9 - South Central,totwageYear,2211225
2017,Support Activities for Animal Production,EDR 9 - South Central,totwageYear,1535108.5
2017,Food Manufacturing,EDR 9 - South Central,totwageYear,310577629
2017,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,totwageYear,36656436
2017,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,totwageYear,61660978
2016,"Total, All Industries",EDR 9 - South Central,totwageYear,4205791556
2016,Crop Production,EDR 9 - South Central,totwageYear,10650055
2016,Animal Production and Aquaculture,EDR 9 - South Central,totwageYear,115252682
2016,Support Activities for Crop Production,EDR 9 - South Central,totwageYear,1374156.6666666667
2016,Support Activities for Animal Production,EDR 9 - South Central,totwageYear,1382241
2016,Food Manufacturing,EDR 9 - South Central,totwageYear,272886208
2016,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,totwageYear,37824483
2016,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,totwageYear,54589164
2015,"Total, All Industries",EDR 9 - South Central,totwageYear,4067925731
2015,Crop Production,EDR 9 - South Central,totwageYear,13402125
2015,Animal Production and Aquaculture,EDR 9 - South Central,totwageYear,107851001
2015,Support Activities for Crop Production,EDR 9 - South Central,totwageYear,1434665.3333333333
2015,Support Activities for Animal Production,EDR 9 - South Central,totwageYear,1467739
2015,Food Manufacturing,EDR 9 - South Central,totwageYear,247956310
2015,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,totwageYear,39358013
2015,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,totwageYear,47054671
2014,"Total, All Industries",EDR 9 - South Central,totwageYear,3939581639
2014,Crop Production,EDR 9 - South Central,totwageYear,11643411
2014,Animal Production and Aquaculture,EDR 9 - South Central,totwageYear,98932725
2014,Support Activities for Crop Production,EDR 9 - South Central,totwageYear,4970141
2014,Food Manufacturing,EDR 9 - South Central,totwageYear,225183722
2014,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,totwageYear,38288879
2014,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,totwageYear,43666068
2013,"Total, All Industries",EDR 9 - South Central,totwageYear,3767816431
2013,Crop Production,EDR 9 - South Central,totwageYear,8024162
2013,Animal Production and Aquaculture,EDR 9 - South Central,totwageYear,85979945
2013,Support Activities for Crop Production,EDR 9 - South Central,totwageYear,4354916
2013,Food Manufacturing,EDR 9 - South Central,totwageYear,217893212
2013,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,totwageYear,116262381
2013,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,totwageYear,49395627
2012,"Total, All Industries",EDR 9 - South Central,totwageYear,3621092293
2012,Crop Production,EDR 9 - South Central,totwageYear,7515478
2012,Animal Production and Aquaculture,EDR 9 - South Central,totwageYear,78700807
2012,Support Activities for Crop Production,EDR 9 - South Central,totwageYear,3997375
2012,Food Manufacturing,EDR 9 - South Central,totwageYear,200890745
2012,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,totwageYear,36035211
2012,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,totwageYear,48532328
2011,"Total, All Industries",EDR 9 - South Central,totwageYear,3435156304
2011,Crop Production,EDR 9 - South Central,totwageYear,6059896
2011,Animal Production and Aquaculture,EDR 9 - South Central,totwageYear,60944790
2011,Support Activities for Crop Production,EDR 9 - South Central,totwageYear,4026377
2011,Food Manufacturing,EDR 9 - South Central,totwageYear,200458658
2011,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,totwageYear,34376703
2011,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,totwageYear,44129526
2010,"Total, All Industries",EDR 9 - South Central,totwageYear,3335065393
2010,Crop Production,EDR 9 - South Central,totwageYear,5445014
2010,Animal Production and Aquaculture,EDR 9 - South Central,totwageYear,68406997
2010,Support Activities for Crop Production,EDR 9 - South Central,totwageYear,3668180
2010,Food Manufacturing,EDR 9 - South Central,totwageYear,190362697
2010,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,totwageYear,33169348
2010,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,totwageYear,64260797
2009,"Total, All Industries",EDR 9 - South Central,totwageYear,3252122100
2009,Crop Production,EDR 9 - South Central,totwageYear,4761327
2009,Animal Production and Aquaculture,EDR 9 - South Central,totwageYear,70920990
2009,Support Activities for Crop Production,EDR 9 - South Central,totwageYear,3351377
2009,Support Activities for Animal Production,EDR 9 - South Central,totwageYear,1683319
2009,Food Manufacturing,EDR 9 - South Central,totwageYear,182547480
2009,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,totwageYear,31084227
2009,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,totwageYear,43361551
2008,"Total, All Industries",EDR 9 - South Central,totwageYear,3377096698
2008,Crop Production,EDR 9 - South Central,totwageYear,5083866
2008,Animal Production and Aquaculture,EDR 9 - South Central,totwageYear,66826705
2008,Support Activities for Crop Production,EDR 9 - South Central,totwageYear,3619423
2008,Support Activities for Animal Production,EDR 9 - South Central,totwageYear,1813152
2008,Food Manufacturing,EDR 9 - South Central,totwageYear,179932444
2008,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,totwageYear,28146985
2008,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,totwageYear,50759943
2007,"Total, All Industries",EDR 9 - South Central,totwageYear,3242772111
2007,Crop Production,EDR 9 - South Central,totwageYear,3875627
2007,Animal Production and Aquaculture,EDR 9 - South Central,totwageYear,63031534
2007,Support Activities for Crop Production,EDR 9 - South Central,totwageYear,3044308
2007,Support Activities for Animal Production,EDR 9 - South Central,totwageYear,1884293
2007,Food Manufacturing,EDR 9 - South Central,totwageYear,169220536
2007,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,totwageYear,26537091
2007,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,totwageYear,37535241
2006,"Total, All Industries",EDR 9 - South Central,totwageYear,3184353688
2006,Crop Production,EDR 9 - South Central,totwageYear,3503057
2006,Animal Production and Aquaculture,EDR 9 - South Central,totwageYear,58137382
2006,Support Activities for Crop Production,EDR 9 - South Central,totwageYear,2723986
2006,Support Activities for Animal Production,EDR 9 - South Central,totwageYear,1511856
2006,Food Manufacturing,EDR 9 - South Central,totwageYear,167079263
2006,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,totwageYear,24752977
2006,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,totwageYear,32494624
2005,"Total, All Industries",EDR 9 - South Central,totwageYear,3011591932
2005,Crop Production,EDR 9 - South Central,totwageYear,3165013
2005,Animal Production and Aquaculture,EDR 9 - South Central,totwageYear,57062158
2005,Support Activities for Crop Production,EDR 9 - South Central,totwageYear,1923327
2005,Support Activities for Animal Production,EDR 9 - South Central,totwageYear,1361825
2005,Food Manufacturing,EDR 9 - South Central,totwageYear,180853132
2005,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,totwageYear,22217109
2005,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,totwageYear,32761657
2004,"Total, All Industries",EDR 9 - South Central,totwageYear,2941330413
2004,Crop Production,EDR 9 - South Central,totwageYear,3241769
2004,Animal Production and Aquaculture,EDR 9 - South Central,totwageYear,53310853
2004,Support Activities for Crop Production,EDR 9 - South Central,totwageYear,1988903
2004,Support Activities for Animal Production,EDR 9 - South Central,totwageYear,1386889
2004,Food Manufacturing,EDR 9 - South Central,totwageYear,181225181
2004,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,totwageYear,22215386
2004,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,totwageYear,32188795
2003,"Total, All Industries",EDR 9 - South Central,totwageYear,2812911730
2003,Crop Production,EDR 9 - South Central,totwageYear,2997325
2003,Animal Production and Aquaculture,EDR 9 - South Central,totwageYear,47647059
2003,Support Activities for Crop Production,EDR 9 - South Central,totwageYear,1860671
2003,Support Activities for Animal Production,EDR 9 - South Central,totwageYear,1396645
2003,Food Manufacturing,EDR 9 - South Central,totwageYear,176066306
2003,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,totwageYear,20199640
2003,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,totwageYear,32788767
2002,"Total, All Industries",EDR 9 - South Central,totwageYear,2737374879
2002,Crop Production,EDR 9 - South Central,totwageYear,2906808
2002,Animal Production and Aquaculture,EDR 9 - South Central,totwageYear,45599508
2002,Support Activities for Crop Production,EDR 9 - South Central,totwageYear,1919290
2002,Support Activities for Animal Production,EDR 9 - South Central,totwageYear,1336178
2002,Food Manufacturing,EDR 9 - South Central,totwageYear,173659041
2002,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,totwageYear,18507165
2002,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,totwageYear,30516583
2001,"Total, All Industries",EDR 9 - South Central,totwageYear,2651813248
2001,Crop Production,EDR 9 - South Central,totwageYear,3623836
2001,Animal Production and Aquaculture,EDR 9 - South Central,totwageYear,43166266
2001,Support Activities for Crop Production,EDR 9 - South Central,totwageYear,1871335
2001,Support Activities for Animal Production,EDR 9 - South Central,totwageYear,1201548
2001,Food Manufacturing,EDR 9 - South Central,totwageYear,166362792
2001,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,totwageYear,18732712
2001,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,totwageYear,27590780
2018,"Total, All Industries",EDR 10 - Southeast,totwageYear,12785765212
2018,Crop Production,EDR 10 - Southeast,totwageYear,23522263
2018,Animal Production and Aquaculture,EDR 10 - Southeast,totwageYear,71708312
2018,Support Activities for Crop Production,EDR 10 - Southeast,totwageYear,5153038
2018,Support Activities for Animal Production,EDR 10 - Southeast,totwageYear,2852707
2018,Food Manufacturing,EDR 10 - Southeast,totwageYear,576863722
2018,Agricultural Implement Manufacturing,EDR 10 - Southeast,totwageYear,3360084
2018,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,totwageYear,31859524
2018,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,totwageYear,45691858
2017,"Total, All Industries",EDR 10 - Southeast,totwageYear,12084320710
2017,Crop Production,EDR 10 - Southeast,totwageYear,22241556
2017,Animal Production and Aquaculture,EDR 10 - Southeast,totwageYear,71240178
2017,Support Activities for Crop Production,EDR 10 - Southeast,totwageYear,6277819
2017,Support Activities for Animal Production,EDR 10 - Southeast,totwageYear,2892570
2017,Food Manufacturing,EDR 10 - Southeast,totwageYear,565587315
2017,Agricultural Implement Manufacturing,EDR 10 - Southeast,totwageYear,3220961
2017,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,totwageYear,29187944
2017,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,totwageYear,43887756
2016,"Total, All Industries",EDR 10 - Southeast,totwageYear,11568166511
2016,Crop Production,EDR 10 - Southeast,totwageYear,22370754
2016,Animal Production and Aquaculture,EDR 10 - Southeast,totwageYear,70446815
2016,Support Activities for Crop Production,EDR 10 - Southeast,totwageYear,6432231
2016,Support Activities for Animal Production,EDR 10 - Southeast,totwageYear,2798437
2016,Food Manufacturing,EDR 10 - Southeast,totwageYear,539280532
2016,Agricultural Implement Manufacturing,EDR 10 - Southeast,totwageYear,2661334
2016,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,totwageYear,28842624
2016,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,totwageYear,39943426
2015,"Total, All Industries",EDR 10 - Southeast,totwageYear,11164582783
2015,Crop Production,EDR 10 - Southeast,totwageYear,17914930
2015,Animal Production and Aquaculture,EDR 10 - Southeast,totwageYear,68557910
2015,Support Activities for Crop Production,EDR 10 - Southeast,totwageYear,6299326
2015,Support Activities for Animal Production,EDR 10 - Southeast,totwageYear,2587121
2015,Food Manufacturing,EDR 10 - Southeast,totwageYear,512410502
2015,Agricultural Implement Manufacturing,EDR 10 - Southeast,totwageYear,2210638
2015,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,totwageYear,29090556
2015,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,totwageYear,35900933
2014,"Total, All Industries",EDR 10 - Southeast,totwageYear,10598867440
2014,Crop Production,EDR 10 - Southeast,totwageYear,16257793
2014,Animal Production and Aquaculture,EDR 10 - Southeast,totwageYear,63130473
2014,Support Activities for Crop Production,EDR 10 - Southeast,totwageYear,4574572
2014,Support Activities for Animal Production,EDR 10 - Southeast,totwageYear,614383
2014,Food Manufacturing,EDR 10 - Southeast,totwageYear,475223035
2014,Agricultural Implement Manufacturing,EDR 10 - Southeast,totwageYear,2245263
2014,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,totwageYear,28476009
2014,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,totwageYear,32108345
2013,"Total, All Industries",EDR 10 - Southeast,totwageYear,10318075744
2013,Crop Production,EDR 10 - Southeast,totwageYear,18887615
2013,Animal Production and Aquaculture,EDR 10 - Southeast,totwageYear,58984102
2013,Support Activities for Crop Production,EDR 10 - Southeast,totwageYear,1082331.6666666667
2013,Support Activities for Animal Production,EDR 10 - Southeast,totwageYear,474538
2013,Food Manufacturing,EDR 10 - Southeast,totwageYear,470361396
2013,Agricultural Implement Manufacturing,EDR 10 - Southeast,totwageYear,1631736
2013,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,totwageYear,28156012
2013,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,totwageYear,34269753
2012,"Total, All Industries",EDR 10 - Southeast,totwageYear,10030549750
2012,Crop Production,EDR 10 - Southeast,totwageYear,18093373
2012,Animal Production and Aquaculture,EDR 10 - Southeast,totwageYear,53524891
2012,Support Activities for Crop Production,EDR 10 - Southeast,totwageYear,3659283
2012,Food Manufacturing,EDR 10 - Southeast,totwageYear,454491161
2012,Agricultural Implement Manufacturing,EDR 10 - Southeast,totwageYear,2215974
2012,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,totwageYear,25562983
2012,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,totwageYear,33315747
2011,"Total, All Industries",EDR 10 - Southeast,totwageYear,9586008311
2011,Crop Production,EDR 10 - Southeast,totwageYear,18067366
2011,Animal Production and Aquaculture,EDR 10 - Southeast,totwageYear,48465614
2011,Support Activities for Crop Production,EDR 10 - Southeast,totwageYear,962377
2011,Support Activities for Animal Production,EDR 10 - Southeast,totwageYear,479028
2011,Food Manufacturing,EDR 10 - Southeast,totwageYear,433889270
2011,Agricultural Implement Manufacturing,EDR 10 - Southeast,totwageYear,2186568
2011,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,totwageYear,30268622
2011,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,totwageYear,30120287
2010,"Total, All Industries",EDR 10 - Southeast,totwageYear,9603872602
2010,Crop Production,EDR 10 - Southeast,totwageYear,16753403
2010,Animal Production and Aquaculture,EDR 10 - Southeast,totwageYear,43833286
2010,Support Activities for Crop Production,EDR 10 - Southeast,totwageYear,779097
2010,Support Activities for Animal Production,EDR 10 - Southeast,totwageYear,477539
2010,Food Manufacturing,EDR 10 - Southeast,totwageYear,420952457
2010,Agricultural Implement Manufacturing,EDR 10 - Southeast,totwageYear,1860372
2010,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,totwageYear,28682781
2010,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,totwageYear,28273118
2009,"Total, All Industries",EDR 10 - Southeast,totwageYear,9104039845
2009,Crop Production,EDR 10 - Southeast,totwageYear,15713948
2009,Animal Production and Aquaculture,EDR 10 - Southeast,totwageYear,42586537
2009,Support Activities for Crop Production,EDR 10 - Southeast,totwageYear,828237
2009,Support Activities for Animal Production,EDR 10 - Southeast,totwageYear,628340.3333333334
2009,Food Manufacturing,EDR 10 - Southeast,totwageYear,411894881
2009,Agricultural Implement Manufacturing,EDR 10 - Southeast,totwageYear,1819375
2009,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,totwageYear,28055705
2009,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,totwageYear,29315505
2008,"Total, All Industries",EDR 10 - Southeast,totwageYear,9266272372
2008,Crop Production,EDR 10 - Southeast,totwageYear,13898076
2008,Animal Production and Aquaculture,EDR 10 - Southeast,totwageYear,42138962
2008,Support Activities for Animal Production,EDR 10 - Southeast,totwageYear,2849791
2008,Food Manufacturing,EDR 10 - Southeast,totwageYear,402709701
2008,Agricultural Implement Manufacturing,EDR 10 - Southeast,totwageYear,2003939
2008,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,totwageYear,27478979
2008,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,totwageYear,28114971
2007,"Total, All Industries",EDR 10 - Southeast,totwageYear,8920526611
2007,Crop Production,EDR 10 - Southeast,totwageYear,12474872
2007,Animal Production and Aquaculture,EDR 10 - Southeast,totwageYear,39751051
2007,Support Activities for Animal Production,EDR 10 - Southeast,totwageYear,2104462
2007,Food Manufacturing,EDR 10 - Southeast,totwageYear,407600421
2007,Agricultural Implement Manufacturing,EDR 10 - Southeast,totwageYear,1589334
2007,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,totwageYear,27646027
2007,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,totwageYear,24306240
2006,"Total, All Industries",EDR 10 - Southeast,totwageYear,8568454139
2006,Crop Production,EDR 10 - Southeast,totwageYear,12271148
2006,Animal Production and Aquaculture,EDR 10 - Southeast,totwageYear,36527273
2006,Support Activities for Crop Production,EDR 10 - Southeast,totwageYear,191415
2006,Support Activities for Animal Production,EDR 10 - Southeast,totwageYear,1994402
2006,Food Manufacturing,EDR 10 - Southeast,totwageYear,405591612
2006,Agricultural Implement Manufacturing,EDR 10 - Southeast,totwageYear,1505017
2006,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,totwageYear,24369967
2006,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,totwageYear,22556831
2005,"Total, All Industries",EDR 10 - Southeast,totwageYear,8114744584
2005,Crop Production,EDR 10 - Southeast,totwageYear,10427582
2005,Animal Production and Aquaculture,EDR 10 - Southeast,totwageYear,33189406
2005,Support Activities for Crop Production,EDR 10 - Southeast,totwageYear,1046757
2005,Support Activities for Animal Production,EDR 10 - Southeast,totwageYear,1907938
2005,Food Manufacturing,EDR 10 - Southeast,totwageYear,418397029
2005,Agricultural Implement Manufacturing,EDR 10 - Southeast,totwageYear,1563900
2005,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,totwageYear,20224272
2005,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,totwageYear,22705230
2004,"Total, All Industries",EDR 10 - Southeast,totwageYear,7920183796
2004,Crop Production,EDR 10 - Southeast,totwageYear,10527174
2004,Animal Production and Aquaculture,EDR 10 - Southeast,totwageYear,33870550
2004,Support Activities for Crop Production,EDR 10 - Southeast,totwageYear,900250
2004,Support Activities for Animal Production,EDR 10 - Southeast,totwageYear,1108477
2004,Food Manufacturing,EDR 10 - Southeast,totwageYear,422017152
2004,Agricultural Implement Manufacturing,EDR 10 - Southeast,totwageYear,1729430
2004,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,totwageYear,23279859
2004,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,totwageYear,22511190
2003,"Total, All Industries",EDR 10 - Southeast,totwageYear,7536932819
2003,Crop Production,EDR 10 - Southeast,totwageYear,10693171
2003,Animal Production and Aquaculture,EDR 10 - Southeast,totwageYear,31909304
2003,Support Activities for Crop Production,EDR 10 - Southeast,totwageYear,1062188
2003,Support Activities for Animal Production,EDR 10 - Southeast,totwageYear,943600
2003,Food Manufacturing,EDR 10 - Southeast,totwageYear,415069011
2003,Agricultural Implement Manufacturing,EDR 10 - Southeast,totwageYear,1542193
2003,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,totwageYear,23270641
2003,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,totwageYear,20371228
2002,"Total, All Industries",EDR 10 - Southeast,totwageYear,7314391530
2002,Crop Production,EDR 10 - Southeast,totwageYear,10501023
2002,Animal Production and Aquaculture,EDR 10 - Southeast,totwageYear,30472862
2002,Support Activities for Animal Production,EDR 10 - Southeast,totwageYear,998396
2002,Food Manufacturing,EDR 10 - Southeast,totwageYear,398768447
2002,Agricultural Implement Manufacturing,EDR 10 - Southeast,totwageYear,1467911
2002,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,totwageYear,22826793
2002,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,totwageYear,19914768
2001,"Total, All Industries",EDR 10 - Southeast,totwageYear,7051762968
2001,Crop Production,EDR 10 - Southeast,totwageYear,9333329
2001,Animal Production and Aquaculture,EDR 10 - Southeast,totwageYear,28013572
2001,Support Activities for Crop Production,EDR 10 - Southeast,totwageYear,324725.6666666667
