periodyear,naicstitle,areaname,wage.type,wages,countyfp,Dem_RUCA,Dem_Desc,edr,planning.region
2002,"Total, All Industries",Traverse,totwageYear,25665788,155,A,Entirely rural,EDR  4 - West Central,Northwest Minnesota
2001,"Total, All Industries",Traverse,totwageYear,23728591,155,A,Entirely rural,EDR  4 - West Central,Northwest Minnesota
2018,"Total, All Industries",Wabasha,totwageYear,254576972,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2018,Animal Production and Aquaculture,Wabasha,totwageYear,7764313,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2018,Food Manufacturing,Wabasha,totwageYear,13762752,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2018,Farm Product Raw Material Merchant Wholesalers,Wabasha,totwageYear,2158692,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2018,Farm Supplies Merchant Wholesalers,Wabasha,totwageYear,565554.5,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2017,"Total, All Industries",Wabasha,totwageYear,243325676,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2017,Crop Production,Wabasha,totwageYear,158314,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2017,Animal Production and Aquaculture,Wabasha,totwageYear,7559907,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2017,Support Activities for Crop Production,Wabasha,totwageYear,397495,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2017,Support Activities for Animal Production,Wabasha,totwageYear,55883.5,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2017,Food Manufacturing,Wabasha,totwageYear,12707124,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2017,Farm Product Raw Material Merchant Wholesalers,Wabasha,totwageYear,2041326,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2016,"Total, All Industries",Wabasha,totwageYear,236349874,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2016,Animal Production and Aquaculture,Wabasha,totwageYear,6528477,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2016,Support Activities for Crop Production,Wabasha,totwageYear,1987426,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2016,Support Activities for Animal Production,Wabasha,totwageYear,249446,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2016,Food Manufacturing,Wabasha,totwageYear,13275988,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2016,Farm Product Raw Material Merchant Wholesalers,Wabasha,totwageYear,1935110,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2015,"Total, All Industries",Wabasha,totwageYear,242972669,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2015,Crop Production,Wabasha,totwageYear,708299,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2015,Animal Production and Aquaculture,Wabasha,totwageYear,5981442,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2015,Support Activities for Crop Production,Wabasha,totwageYear,2170375,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2015,Support Activities for Animal Production,Wabasha,totwageYear,303087,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2015,Food Manufacturing,Wabasha,totwageYear,12704387,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2015,Farm Product Raw Material Merchant Wholesalers,Wabasha,totwageYear,1876159,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2014,"Total, All Industries",Wabasha,totwageYear,234270233,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2014,Crop Production,Wabasha,totwageYear,649641,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2014,Animal Production and Aquaculture,Wabasha,totwageYear,5415858,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2014,Support Activities for Crop Production,Wabasha,totwageYear,208252,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2014,Support Activities for Animal Production,Wabasha,totwageYear,63738,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2014,Food Manufacturing,Wabasha,totwageYear,14352605,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2014,Farm Product Raw Material Merchant Wholesalers,Wabasha,totwageYear,1997024,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2013,"Total, All Industries",Wabasha,totwageYear,224549225,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2013,Crop Production,Wabasha,totwageYear,504420,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2013,Animal Production and Aquaculture,Wabasha,totwageYear,4815182,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2013,Support Activities for Crop Production,Wabasha,totwageYear,167360,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2013,Support Activities for Animal Production,Wabasha,totwageYear,65154,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2013,Food Manufacturing,Wabasha,totwageYear,14578488,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2013,Farm Product Raw Material Merchant Wholesalers,Wabasha,totwageYear,1677442,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2012,"Total, All Industries",Wabasha,totwageYear,222441497,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2012,Animal Production and Aquaculture,Wabasha,totwageYear,4616536,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2012,Food Manufacturing,Wabasha,totwageYear,13477039,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2012,Farm Product Raw Material Merchant Wholesalers,Wabasha,totwageYear,1596511,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2011,"Total, All Industries",Wabasha,totwageYear,211313196,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2011,Crop Production,Wabasha,totwageYear,528408.6666666666,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2011,Animal Production and Aquaculture,Wabasha,totwageYear,4016106,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2011,Food Manufacturing,Wabasha,totwageYear,12265321,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2011,Farm Product Raw Material Merchant Wholesalers,Wabasha,totwageYear,1693670,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2010,"Total, All Industries",Wabasha,totwageYear,207350853,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2010,Crop Production,Wabasha,totwageYear,1654398,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2010,Animal Production and Aquaculture,Wabasha,totwageYear,3459951,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2010,Food Manufacturing,Wabasha,totwageYear,13685766,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2010,Farm Product Raw Material Merchant Wholesalers,Wabasha,totwageYear,1775072,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2009,"Total, All Industries",Wabasha,totwageYear,204493867,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2009,Crop Production,Wabasha,totwageYear,1598143,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2009,Animal Production and Aquaculture,Wabasha,totwageYear,3829310,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2009,Food Manufacturing,Wabasha,totwageYear,14811307,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2009,Farm Product Raw Material Merchant Wholesalers,Wabasha,totwageYear,2111521,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2008,"Total, All Industries",Wabasha,totwageYear,213818355,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2008,Crop Production,Wabasha,totwageYear,1537530,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2008,Animal Production and Aquaculture,Wabasha,totwageYear,3524233,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2008,Food Manufacturing,Wabasha,totwageYear,15105673,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2008,Farm Product Raw Material Merchant Wholesalers,Wabasha,totwageYear,432032,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2008,Farm Supplies Merchant Wholesalers,Wabasha,totwageYear,1180882,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2007,"Total, All Industries",Wabasha,totwageYear,204956052,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2007,Crop Production,Wabasha,totwageYear,1510094,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2007,Animal Production and Aquaculture,Wabasha,totwageYear,2989073,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2007,Food Manufacturing,Wabasha,totwageYear,14884396,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2007,Farm Product Raw Material Merchant Wholesalers,Wabasha,totwageYear,1471494,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2007,Farm Supplies Merchant Wholesalers,Wabasha,totwageYear,305778.3333333333,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2006,"Total, All Industries",Wabasha,totwageYear,201814162,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2006,Crop Production,Wabasha,totwageYear,1384217,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2006,Animal Production and Aquaculture,Wabasha,totwageYear,2690657,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2006,Food Manufacturing,Wabasha,totwageYear,14820647,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2006,Farm Product Raw Material Merchant Wholesalers,Wabasha,totwageYear,1459328,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2006,Farm Supplies Merchant Wholesalers,Wabasha,totwageYear,1509130,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2005,"Total, All Industries",Wabasha,totwageYear,200322024,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2005,Crop Production,Wabasha,totwageYear,320438.6666666667,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2005,Animal Production and Aquaculture,Wabasha,totwageYear,1760795,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2005,Food Manufacturing,Wabasha,totwageYear,13417962,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2005,Farm Product Raw Material Merchant Wholesalers,Wabasha,totwageYear,1277959,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2005,Farm Supplies Merchant Wholesalers,Wabasha,totwageYear,352346,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2004,"Total, All Industries",Wabasha,totwageYear,190219897,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2004,Crop Production,Wabasha,totwageYear,253234.66666666666,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2004,Animal Production and Aquaculture,Wabasha,totwageYear,1542077,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2004,Food Manufacturing,Wabasha,totwageYear,11957076,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2004,Farm Product Raw Material Merchant Wholesalers,Wabasha,totwageYear,1194037,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2003,"Total, All Industries",Wabasha,totwageYear,184115652,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2003,Crop Production,Wabasha,totwageYear,131824.5,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2003,Animal Production and Aquaculture,Wabasha,totwageYear,1813742,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2003,Food Manufacturing,Wabasha,totwageYear,12500402,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2003,Farm Product Raw Material Merchant Wholesalers,Wabasha,totwageYear,1527966,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2002,"Total, All Industries",Wabasha,totwageYear,188348887,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2002,Crop Production,Wabasha,totwageYear,153264,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2002,Animal Production and Aquaculture,Wabasha,totwageYear,1762222,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2002,Food Manufacturing,Wabasha,totwageYear,11668676,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2002,Farm Product Raw Material Merchant Wholesalers,Wabasha,totwageYear,1719226,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2001,"Total, All Industries",Wabasha,totwageYear,173610498,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2001,Crop Production,Wabasha,totwageYear,921486,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2001,Animal Production and Aquaculture,Wabasha,totwageYear,1336765,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2001,Food Manufacturing,Wabasha,totwageYear,10781949,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2001,Farm Product Raw Material Merchant Wholesalers,Wabasha,totwageYear,1960817,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast Minnesota
2018,"Total, All Industries",Wadena,totwageYear,212303365,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2017,"Total, All Industries",Wadena,totwageYear,201254834,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2017,Crop Production,Wadena,totwageYear,77747,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2016,"Total, All Industries",Wadena,totwageYear,220802817,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2016,Animal Production and Aquaculture,Wadena,totwageYear,54499,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2015,"Total, All Industries",Wadena,totwageYear,214694286,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2014,"Total, All Industries",Wadena,totwageYear,203699115,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2014,Crop Production,Wadena,totwageYear,483533,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2013,"Total, All Industries",Wadena,totwageYear,197256091,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2013,Crop Production,Wadena,totwageYear,91697,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2012,"Total, All Industries",Wadena,totwageYear,188853595,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2012,Crop Production,Wadena,totwageYear,93707.33333333333,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2012,Farm Supplies Merchant Wholesalers,Wadena,totwageYear,1623671,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2011,"Total, All Industries",Wadena,totwageYear,176752576,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2011,Farm Supplies Merchant Wholesalers,Wadena,totwageYear,1454946,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2010,"Total, All Industries",Wadena,totwageYear,173662225,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2010,Farm Supplies Merchant Wholesalers,Wadena,totwageYear,339325.3333333333,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2009,"Total, All Industries",Wadena,totwageYear,183565887,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2009,Farm Supplies Merchant Wholesalers,Wadena,totwageYear,1227017,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2008,"Total, All Industries",Wadena,totwageYear,188984471,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2008,Farm Supplies Merchant Wholesalers,Wadena,totwageYear,1310008,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2007,"Total, All Industries",Wadena,totwageYear,174275040,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2007,Food Manufacturing,Wadena,totwageYear,34663.666666666664,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2007,Farm Supplies Merchant Wholesalers,Wadena,totwageYear,1110070,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2006,"Total, All Industries",Wadena,totwageYear,164910647,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2006,Food Manufacturing,Wadena,totwageYear,30823,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2006,Farm Supplies Merchant Wholesalers,Wadena,totwageYear,989195,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2005,"Total, All Industries",Wadena,totwageYear,158589594,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2005,Farm Supplies Merchant Wholesalers,Wadena,totwageYear,885142,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2004,"Total, All Industries",Wadena,totwageYear,163479858,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2004,Food Manufacturing,Wadena,totwageYear,182738,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2004,Farm Supplies Merchant Wholesalers,Wadena,totwageYear,1101443,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2003,"Total, All Industries",Wadena,totwageYear,156987462,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2003,Food Manufacturing,Wadena,totwageYear,195698,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2003,Farm Supplies Merchant Wholesalers,Wadena,totwageYear,171590.5,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2002,"Total, All Industries",Wadena,totwageYear,151045329,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2002,Food Manufacturing,Wadena,totwageYear,169142,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2002,Farm Product Raw Material Merchant Wholesalers,Wadena,totwageYear,101017,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2001,"Total, All Industries",Wadena,totwageYear,142626442,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2001,Food Manufacturing,Wadena,totwageYear,34855,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2001,Farm Supplies Merchant Wholesalers,Wadena,totwageYear,258853,159,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2018,"Total, All Industries",Waseca,totwageYear,251401755,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2018,Crop Production,Waseca,totwageYear,1578112,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2018,Animal Production and Aquaculture,Waseca,totwageYear,5163163,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2018,Food Manufacturing,Waseca,totwageYear,18256467,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2017,"Total, All Industries",Waseca,totwageYear,262072652,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2017,Crop Production,Waseca,totwageYear,1498447,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2017,Animal Production and Aquaculture,Waseca,totwageYear,5567084,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2017,Food Manufacturing,Waseca,totwageYear,18715710,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2016,"Total, All Industries",Waseca,totwageYear,250257447,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2016,Animal Production and Aquaculture,Waseca,totwageYear,5103684,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2016,Food Manufacturing,Waseca,totwageYear,15863283,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2016,Farm Supplies Merchant Wholesalers,Waseca,totwageYear,57109,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2015,"Total, All Industries",Waseca,totwageYear,263502345,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2015,Animal Production and Aquaculture,Waseca,totwageYear,4499903,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2015,Food Manufacturing,Waseca,totwageYear,16304408,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2015,Farm Supplies Merchant Wholesalers,Waseca,totwageYear,970671,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2014,"Total, All Industries",Waseca,totwageYear,258149930,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2014,Animal Production and Aquaculture,Waseca,totwageYear,4455888,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2014,Food Manufacturing,Waseca,totwageYear,15313687,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2014,Farm Supplies Merchant Wholesalers,Waseca,totwageYear,233727.33333333334,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2013,"Total, All Industries",Waseca,totwageYear,257470603,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2013,Crop Production,Waseca,totwageYear,103033,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2013,Animal Production and Aquaculture,Waseca,totwageYear,4288066,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2013,Food Manufacturing,Waseca,totwageYear,14295407,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2013,Farm Product Raw Material Merchant Wholesalers,Waseca,totwageYear,90421,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2013,Farm Supplies Merchant Wholesalers,Waseca,totwageYear,1028554,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2012,"Total, All Industries",Waseca,totwageYear,262449714,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2012,Crop Production,Waseca,totwageYear,67062,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2012,Animal Production and Aquaculture,Waseca,totwageYear,4454223,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2012,Food Manufacturing,Waseca,totwageYear,2548618,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2012,Farm Supplies Merchant Wholesalers,Waseca,totwageYear,1073571,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2011,"Total, All Industries",Waseca,totwageYear,264805580,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2011,Crop Production,Waseca,totwageYear,682606,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2011,Animal Production and Aquaculture,Waseca,totwageYear,4348955,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2011,Food Manufacturing,Waseca,totwageYear,11460431,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2011,Farm Product Raw Material Merchant Wholesalers,Waseca,totwageYear,72097.5,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2011,Farm Supplies Merchant Wholesalers,Waseca,totwageYear,953035,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2010,"Total, All Industries",Waseca,totwageYear,247859994,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2010,Crop Production,Waseca,totwageYear,676222,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2010,Animal Production and Aquaculture,Waseca,totwageYear,3965397,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2010,Food Manufacturing,Waseca,totwageYear,1909123.3333333333,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2010,Farm Product Raw Material Merchant Wholesalers,Waseca,totwageYear,94758.5,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2010,Farm Supplies Merchant Wholesalers,Waseca,totwageYear,892010,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2009,"Total, All Industries",Waseca,totwageYear,242992490,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2009,Crop Production,Waseca,totwageYear,864685,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2009,Animal Production and Aquaculture,Waseca,totwageYear,3630546,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2009,Food Manufacturing,Waseca,totwageYear,2076921.3333333333,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2009,Farm Product Raw Material Merchant Wholesalers,Waseca,totwageYear,118776,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2009,Farm Supplies Merchant Wholesalers,Waseca,totwageYear,894646,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2008,"Total, All Industries",Waseca,totwageYear,247453046,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2008,Crop Production,Waseca,totwageYear,914388,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2008,Animal Production and Aquaculture,Waseca,totwageYear,3496168,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2008,Food Manufacturing,Waseca,totwageYear,9852306,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2008,Farm Supplies Merchant Wholesalers,Waseca,totwageYear,940812,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2007,"Total, All Industries",Waseca,totwageYear,239081371,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2007,Crop Production,Waseca,totwageYear,938269,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2007,Animal Production and Aquaculture,Waseca,totwageYear,3171111,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2007,Food Manufacturing,Waseca,totwageYear,8218875,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2007,Farm Supplies Merchant Wholesalers,Waseca,totwageYear,831883,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2006,"Total, All Industries",Waseca,totwageYear,239703812,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2006,Crop Production,Waseca,totwageYear,967122,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2006,Animal Production and Aquaculture,Waseca,totwageYear,2946695,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2006,Food Manufacturing,Waseca,totwageYear,7413288,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2006,Farm Supplies Merchant Wholesalers,Waseca,totwageYear,1440088,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
2005,"Total, All Industries",Waseca,totwageYear,230144834,161,C,Urban/town/rural mix,EDR  9 - South Central,Southwest Minnesota
