periodyear,naicstitle,areaname,emp.type,emp,agrelated.emp
2006,Farm Supplies Merchant Wholesalers,EDR  9 - South Central,empYear,792,8503
2005,Crop Production,EDR  9 - South Central,empYear,159,8805
2005,Animal Production and Aquaculture,EDR  9 - South Central,empYear,2003,8805
2005,Support Activities for Crop Production,EDR  9 - South Central,empYear,64,8805
2005,Support Activities for Animal Production,EDR  9 - South Central,empYear,64,8805
2005,Food Manufacturing,EDR  9 - South Central,empYear,5034,8805
2005,Farm Product Raw Material Merchant Wholesalers,EDR  9 - South Central,empYear,624,8805
2005,Farm Supplies Merchant Wholesalers,EDR  9 - South Central,empYear,857,8805
2004,Crop Production,EDR  9 - South Central,empYear,152,8877
2004,Animal Production and Aquaculture,EDR  9 - South Central,empYear,1953,8877
2004,Support Activities for Crop Production,EDR  9 - South Central,empYear,64,8877
2004,Support Activities for Animal Production,EDR  9 - South Central,empYear,69,8877
2004,Food Manufacturing,EDR  9 - South Central,empYear,5179,8877
2004,Farm Product Raw Material Merchant Wholesalers,EDR  9 - South Central,empYear,603,8877
2004,Farm Supplies Merchant Wholesalers,EDR  9 - South Central,empYear,857,8877
2003,Crop Production,EDR  9 - South Central,empYear,162,8967
2003,Animal Production and Aquaculture,EDR  9 - South Central,empYear,1887,8967
2003,Support Activities for Crop Production,EDR  9 - South Central,empYear,65,8967
2003,Support Activities for Animal Production,EDR  9 - South Central,empYear,73,8967
2003,Food Manufacturing,EDR  9 - South Central,empYear,5388,8967
2003,Farm Product Raw Material Merchant Wholesalers,EDR  9 - South Central,empYear,596,8967
2003,Farm Supplies Merchant Wholesalers,EDR  9 - South Central,empYear,796,8967
2002,Crop Production,EDR  9 - South Central,empYear,154,8962
2002,Animal Production and Aquaculture,EDR  9 - South Central,empYear,1823,8962
2002,Support Activities for Crop Production,EDR  9 - South Central,empYear,65,8962
2002,Support Activities for Animal Production,EDR  9 - South Central,empYear,65,8962
2002,Food Manufacturing,EDR  9 - South Central,empYear,5489,8962
2002,Farm Product Raw Material Merchant Wholesalers,EDR  9 - South Central,empYear,568,8962
2002,Farm Supplies Merchant Wholesalers,EDR  9 - South Central,empYear,798,8962
2001,Crop Production,EDR  9 - South Central,empYear,186,9062
2001,Animal Production and Aquaculture,EDR  9 - South Central,empYear,1782,9062
2001,Support Activities for Crop Production,EDR  9 - South Central,empYear,73,9062
2001,Support Activities for Animal Production,EDR  9 - South Central,empYear,56,9062
2001,Food Manufacturing,EDR  9 - South Central,empYear,5563,9062
2001,Farm Product Raw Material Merchant Wholesalers,EDR  9 - South Central,empYear,609,9062
2001,Farm Supplies Merchant Wholesalers,EDR  9 - South Central,empYear,793,9062
2018,Crop Production,EDR 10 - Southeast,empYear,668,14956
2018,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,2106,14956
2018,Support Activities for Crop Production,EDR 10 - Southeast,empYear,162,14956
2018,Support Activities for Animal Production,EDR 10 - Southeast,empYear,103,14956
2018,Food Manufacturing,EDR 10 - Southeast,empYear,10594,14956
2018,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,72,14956
2018,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,599,14956
2018,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,652,14956
2017,Crop Production,EDR 10 - Southeast,empYear,658,15128
2017,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,2162,15128
2017,Support Activities for Crop Production,EDR 10 - Southeast,empYear,180,15128
2017,Support Activities for Animal Production,EDR 10 - Southeast,empYear,109,15128
2017,Food Manufacturing,EDR 10 - Southeast,empYear,10726,15128
2017,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,71,15128
2017,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,569,15128
2017,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,653,15128
2016,Crop Production,EDR 10 - Southeast,empYear,657,14942
2016,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,2179,14942
2016,Support Activities for Crop Production,EDR 10 - Southeast,empYear,204,14942
2016,Support Activities for Animal Production,EDR 10 - Southeast,empYear,107,14942
2016,Food Manufacturing,EDR 10 - Southeast,empYear,10497,14942
2016,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,56,14942
2016,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,596,14942
2016,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,646,14942
2015,Crop Production,EDR 10 - Southeast,empYear,589,14639
2015,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,2182,14639
2015,Support Activities for Crop Production,EDR 10 - Southeast,empYear,215,14639
2015,Support Activities for Animal Production,EDR 10 - Southeast,empYear,111,14639
2015,Food Manufacturing,EDR 10 - Southeast,empYear,10279,14639
2015,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,43,14639
2015,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,595,14639
2015,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,625,14639
2014,Crop Production,EDR 10 - Southeast,empYear,558,14449.5
2014,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,2074,14449.5
2014,Support Activities for Crop Production,EDR 10 - Southeast,empYear,148,14449.5
2014,Support Activities for Animal Production,EDR 10 - Southeast,empYear,114.5,14449.5
2014,Food Manufacturing,EDR 10 - Southeast,empYear,10312,14449.5
2014,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,40,14449.5
2014,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,601,14449.5
2014,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,602,14449.5
2013,Crop Production,EDR 10 - Southeast,empYear,672,14500.666666666666
2013,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,2080,14500.666666666666
2013,Support Activities for Crop Production,EDR 10 - Southeast,empYear,147.66666666666666,14500.666666666666
2013,Support Activities for Animal Production,EDR 10 - Southeast,empYear,89,14500.666666666666
2013,Food Manufacturing,EDR 10 - Southeast,empYear,10209,14500.666666666666
2013,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,37,14500.666666666666
2013,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,596,14500.666666666666
2013,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,670,14500.666666666666
2012,Crop Production,EDR 10 - Southeast,empYear,651,14244
2012,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1980,14244
2012,Support Activities for Crop Production,EDR 10 - Southeast,empYear,129,14244
2012,Food Manufacturing,EDR 10 - Southeast,empYear,10241,14244
2012,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,66,14244
2012,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,523,14244
2012,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,654,14244
2011,Crop Production,EDR 10 - Southeast,empYear,685,14169.666666666666
2011,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1874,14169.666666666666
2011,Support Activities for Crop Production,EDR 10 - Southeast,empYear,150.66666666666666,14169.666666666666
2011,Support Activities for Animal Production,EDR 10 - Southeast,empYear,84,14169.666666666666
2011,Food Manufacturing,EDR 10 - Southeast,empYear,10034,14169.666666666666
2011,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,67,14169.666666666666
2011,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,635,14169.666666666666
2011,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,640,14169.666666666666
2010,Crop Production,EDR 10 - Southeast,empYear,634,13762.833333333334
2010,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1730,13762.833333333334
2010,Support Activities for Crop Production,EDR 10 - Southeast,empYear,117.33333333333333,13762.833333333334
2010,Support Activities for Animal Production,EDR 10 - Southeast,empYear,84.5,13762.833333333334
2010,Food Manufacturing,EDR 10 - Southeast,empYear,9894,13762.833333333334
2010,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,56,13762.833333333334
2010,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,627,13762.833333333334
2010,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,620,13762.833333333334
2009,Crop Production,EDR 10 - Southeast,empYear,609,13753.666666666666
2009,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1659,13753.666666666666
2009,Support Activities for Crop Production,EDR 10 - Southeast,empYear,130,13753.666666666666
2009,Support Activities for Animal Production,EDR 10 - Southeast,empYear,109.66666666666667,13753.666666666666
2009,Food Manufacturing,EDR 10 - Southeast,empYear,9890,13753.666666666666
2009,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,57,13753.666666666666
2009,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,645,13753.666666666666
2009,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,654,13753.666666666666
2008,Crop Production,EDR 10 - Southeast,empYear,550,13614
2008,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1640,13614
2008,Support Activities for Animal Production,EDR 10 - Southeast,empYear,120,13614
2008,Food Manufacturing,EDR 10 - Southeast,empYear,9978,13614
2008,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,58,13614
2008,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,651,13614
2008,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,617,13614
2007,Crop Production,EDR 10 - Southeast,empYear,517,13397
2007,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1581,13397
2007,Support Activities for Animal Production,EDR 10 - Southeast,empYear,105,13397
2007,Food Manufacturing,EDR 10 - Southeast,empYear,9896,13397
2007,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,51,13397
2007,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,657,13397
2007,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,590,13397
2006,Crop Production,EDR 10 - Southeast,empYear,510,13276
2006,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1518,13276
2006,Support Activities for Crop Production,EDR 10 - Southeast,empYear,32,13276
2006,Support Activities for Animal Production,EDR 10 - Southeast,empYear,101,13276
2006,Food Manufacturing,EDR 10 - Southeast,empYear,9856,13276
2006,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,53,13276
2006,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,602,13276
2006,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,604,13276
2005,Crop Production,EDR 10 - Southeast,empYear,448,13459
2005,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1525,13459
2005,Support Activities for Crop Production,EDR 10 - Southeast,empYear,47,13459
2005,Support Activities for Animal Production,EDR 10 - Southeast,empYear,96,13459
2005,Food Manufacturing,EDR 10 - Southeast,empYear,10089,13459
2005,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,57,13459
2005,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,548,13459
2005,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,649,13459
2004,Crop Production,EDR 10 - Southeast,empYear,444,13310
2004,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1460,13310
2004,Support Activities for Crop Production,EDR 10 - Southeast,empYear,41,13310
2004,Support Activities for Animal Production,EDR 10 - Southeast,empYear,84,13310
2004,Food Manufacturing,EDR 10 - Southeast,empYear,9972,13310
2004,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,60,13310
2004,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,590,13310
2004,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,659,13310
2003,Crop Production,EDR 10 - Southeast,empYear,455,13578
2003,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1382,13578
2003,Support Activities for Crop Production,EDR 10 - Southeast,empYear,52,13578
2003,Support Activities for Animal Production,EDR 10 - Southeast,empYear,72,13578
2003,Food Manufacturing,EDR 10 - Southeast,empYear,10301,13578
2003,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,61,13578
2003,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,639,13578
2003,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,616,13578
2002,Crop Production,EDR 10 - Southeast,empYear,442,13617
2002,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1379,13617
2002,Support Activities for Animal Production,EDR 10 - Southeast,empYear,76,13617
2002,Food Manufacturing,EDR 10 - Southeast,empYear,10378,13617
2002,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,54,13617
2002,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,688,13617
2002,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,600,13617
2001,Crop Production,EDR 10 - Southeast,empYear,442,13868.333333333334
2001,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1283,13868.333333333334
2001,Support Activities for Crop Production,EDR 10 - Southeast,empYear,61.333333333333336,13868.333333333334
2001,Support Activities for Animal Production,EDR 10 - Southeast,empYear,52,13868.333333333334
2001,Food Manufacturing,EDR 10 - Southeast,empYear,10610,13868.333333333334
2001,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,96,13868.333333333334
2001,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,720,13868.333333333334
2001,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,604,13868.333333333334
2018,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2428,19391
2018,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,234,19391
2018,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,98,19391
2018,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,196,19391
2018,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,10999,19391
2018,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,68,19391
2018,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,empYear,670,19391
2018,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,3000,19391
2018,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1698,19391
2017,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2420,19049
2017,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,235,19049
2017,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,106,19049
2017,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,190,19049
2017,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,10966,19049
2017,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,66,19049
2017,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,3471,19049
2017,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1595,19049
2016,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2305,19443
2016,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,222,19443
2016,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,101,19443
2016,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,174,19443
2016,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,11587,19443
2016,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,59,19443
2016,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,3457,19443
2016,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1538,19443
2015,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2207,19493
2015,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,233,19493
2015,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,82,19493
2015,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,176,19493
2015,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,11705,19493
2015,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,60,19493
2015,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,3560,19493
2015,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1470,19493
2014,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2223,19548
2014,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,257,19548
2014,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,82,19548
2014,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,187,19548
2014,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,11545,19548
2014,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,69,19548
2014,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,3620,19548
2014,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1565,19548
2013,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2450,19793
2013,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,229,19793
2013,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,90,19793
2013,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,188,19793
2013,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,11552,19793
2013,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,70,19793
2013,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,3774,19793
2013,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1440,19793
2012,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2525,18533
2012,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,177,18533
2012,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,105,18533
2012,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,169,18533
2012,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,10454,18533
2012,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,68,18533
2012,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,3710,18533
2012,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1325,18533
2011,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2481,18838
2011,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,170,18838
2011,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,102,18838
2011,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,174,18838
2011,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,10316,18838
2011,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,63,18838
2011,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,empYear,752,18838
2011,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,3597,18838
2011,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1183,18838
2010,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2507,17344
2010,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,156,17344
2010,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,107,17344
2010,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,181,17344
2010,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,10098,17344
2010,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,64,17344
2010,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,3033,17344
2010,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1198,17344
2009,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2568,17820.5
2009,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,158,17820.5
2009,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,101.5,17820.5
2009,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,186,17820.5
2009,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,10006,17820.5
2009,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,57,17820.5
2009,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,empYear,672,17820.5
2009,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,2837,17820.5
2009,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1235,17820.5
2008,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2538,17426
2008,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,179,17426
2008,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,100,17426
2008,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,156,17426
2008,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,9881,17426
2008,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,66,17426
2008,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,empYear,743,17426
2008,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,2473,17426
2008,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1290,17426
2007,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2689,19071
2007,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,160,19071
2007,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,92,19071
2007,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,174,19071
2007,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,10318,19071
2007,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,65,19071
2007,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,empYear,1598,19071
2007,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,2517,19071
2007,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1458,19071
2006,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2688,19005
2006,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,159,19005
2006,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,86,19005
2006,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,247,19005
2006,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,10353,19005
2006,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,65,19005
2006,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,empYear,1560,19005
2006,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,2429,19005
2006,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1418,19005
2005,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2714,17684
2005,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,140,17684
2005,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,102,17684
2005,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,209,17684
2005,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,10634,17684
2005,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,2436,17684
2005,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1449,17684
2004,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2717,17772
2004,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,130,17772
2004,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,193,17772
2004,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,11146,17772
2004,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,2022,17772
2004,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1564,17772
2003,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2396,18445
2003,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,132,18445
2003,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,190,18445
2003,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,12521,18445
2003,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,34,18445
2003,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1976,18445
2003,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1196,18445
2002,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2422,18022.5
2002,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,137.5,18022.5
2002,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,212,18022.5
2002,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,12339,18022.5
2002,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,64,18022.5
2002,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1700,18022.5
2002,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1148,18022.5
2001,Crop Production,EDR 11 - 7 County Twin Cities,empYear,2369,19347.666666666668
2001,Animal Production and Aquaculture,EDR 11 - 7 County Twin Cities,empYear,140.66666666666666,19347.666666666668
2001,Support Activities for Crop Production,EDR 11 - 7 County Twin Cities,empYear,319,19347.666666666668
2001,Support Activities for Animal Production,EDR 11 - 7 County Twin Cities,empYear,195,19347.666666666668
2001,Food Manufacturing,EDR 11 - 7 County Twin Cities,empYear,12323,19347.666666666668
2001,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 11 - 7 County Twin Cities,empYear,58,19347.666666666668
2001,Agricultural Implement Manufacturing,EDR 11 - 7 County Twin Cities,empYear,1627,19347.666666666668
2001,Farm Product Raw Material Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,1372,19347.666666666668
2001,Farm Supplies Merchant Wholesalers,EDR 11 - 7 County Twin Cities,empYear,944,19347.666666666668
