periodyear,naicstitle,edr,emp.break,emp,planning.region
2014,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,empYear,775,Southwest
2014,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,empYear,423,Southwest
2013,"Total, All Industries",EDR 8 - Southwest,empYear,54321,Southwest
2013,Animal Production and Aquaculture,EDR 8 - Southwest,empYear,1066,Southwest
2013,Support Activities for Crop Production,EDR 8 - Southwest,empYear,237,Southwest
2013,Food Manufacturing,EDR 8 - Southwest,empYear,4755,Southwest
2013,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,empYear,766,Southwest
2013,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,empYear,415,Southwest
2012,"Total, All Industries",EDR 8 - Southwest,empYear,53644,Southwest
2012,Animal Production and Aquaculture,EDR 8 - Southwest,empYear,1031,Southwest
2012,Support Activities for Crop Production,EDR 8 - Southwest,empYear,229,Southwest
2012,Food Manufacturing,EDR 8 - Southwest,empYear,4901,Southwest
2012,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,empYear,754,Southwest
2012,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,empYear,237,Southwest
2011,"Total, All Industries",EDR 8 - Southwest,empYear,53512,Southwest
2011,Animal Production and Aquaculture,EDR 8 - Southwest,empYear,999,Southwest
2011,Support Activities for Crop Production,EDR 8 - Southwest,empYear,223,Southwest
2011,Food Manufacturing,EDR 8 - Southwest,empYear,4959,Southwest
2011,Agricultural Implement Manufacturing,EDR 8 - Southwest,empYear,341,Southwest
2011,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,empYear,762,Southwest
2011,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,empYear,395,Southwest
2010,"Total, All Industries",EDR 8 - Southwest,empYear,53089,Southwest
2010,Animal Production and Aquaculture,EDR 8 - Southwest,empYear,844,Southwest
2010,Support Activities for Crop Production,EDR 8 - Southwest,empYear,223,Southwest
2010,Food Manufacturing,EDR 8 - Southwest,empYear,4884,Southwest
2010,Agricultural Implement Manufacturing,EDR 8 - Southwest,empYear,1633,Southwest
2010,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,empYear,783,Southwest
2010,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,empYear,389,Southwest
2009,"Total, All Industries",EDR 8 - Southwest,empYear,53652,Southwest
2009,Animal Production and Aquaculture,EDR 8 - Southwest,empYear,884,Southwest
2009,Support Activities for Crop Production,EDR 8 - Southwest,empYear,222,Southwest
2009,Food Manufacturing,EDR 8 - Southwest,empYear,4890,Southwest
2009,Agricultural Implement Manufacturing,EDR 8 - Southwest,empYear,1667,Southwest
2009,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,empYear,730,Southwest
2009,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,empYear,260,Southwest
2008,"Total, All Industries",EDR 8 - Southwest,empYear,54482,Southwest
2008,Animal Production and Aquaculture,EDR 8 - Southwest,empYear,890,Southwest
2008,Support Activities for Crop Production,EDR 8 - Southwest,empYear,222,Southwest
2008,Food Manufacturing,EDR 8 - Southwest,empYear,4631,Southwest
2008,Agricultural Implement Manufacturing,EDR 8 - Southwest,empYear,1703,Southwest
2008,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,empYear,719,Southwest
2008,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,empYear,399,Southwest
2007,"Total, All Industries",EDR 8 - Southwest,empYear,54175,Southwest
2007,Animal Production and Aquaculture,EDR 8 - Southwest,empYear,873,Southwest
2007,Support Activities for Crop Production,EDR 8 - Southwest,empYear,196,Southwest
2007,Food Manufacturing,EDR 8 - Southwest,empYear,4540,Southwest
2007,Agricultural Implement Manufacturing,EDR 8 - Southwest,empYear,1624,Southwest
2007,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,empYear,636,Southwest
2007,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,empYear,295,Southwest
2006,"Total, All Industries",EDR 8 - Southwest,empYear,54165,Southwest
2006,Animal Production and Aquaculture,EDR 8 - Southwest,empYear,836,Southwest
2006,Support Activities for Crop Production,EDR 8 - Southwest,empYear,181,Southwest
2006,Food Manufacturing,EDR 8 - Southwest,empYear,4554,Southwest
2006,Agricultural Implement Manufacturing,EDR 8 - Southwest,empYear,1704,Southwest
2006,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,empYear,626,Southwest
2006,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,empYear,193,Southwest
2005,"Total, All Industries",EDR 8 - Southwest,empYear,53866,Southwest
2005,Animal Production and Aquaculture,EDR 8 - Southwest,empYear,785,Southwest
2005,Support Activities for Crop Production,EDR 8 - Southwest,empYear,160,Southwest
2005,Support Activities for Animal Production,EDR 8 - Southwest,empYear,19,Southwest
2005,Food Manufacturing,EDR 8 - Southwest,empYear,4376,Southwest
2005,Agricultural Implement Manufacturing,EDR 8 - Southwest,empYear,1861,Southwest
2005,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,empYear,634,Southwest
2004,"Total, All Industries",EDR 8 - Southwest,empYear,52871,Southwest
2004,Animal Production and Aquaculture,EDR 8 - Southwest,empYear,767,Southwest
2004,Support Activities for Crop Production,EDR 8 - Southwest,empYear,147,Southwest
2004,Support Activities for Animal Production,EDR 8 - Southwest,empYear,52,Southwest
2004,Food Manufacturing,EDR 8 - Southwest,empYear,4118,Southwest
2004,Agricultural Implement Manufacturing,EDR 8 - Southwest,empYear,1736,Southwest
2004,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,empYear,629,Southwest
2004,Farm Supplies Merchant Wholesalers,EDR 8 - Southwest,empYear,292,Southwest
2003,"Total, All Industries",EDR 8 - Southwest,empYear,52883,Southwest
2003,Animal Production and Aquaculture,EDR 8 - Southwest,empYear,754,Southwest
2003,Support Activities for Crop Production,EDR 8 - Southwest,empYear,132,Southwest
2003,Support Activities for Animal Production,EDR 8 - Southwest,empYear,56,Southwest
2003,Food Manufacturing,EDR 8 - Southwest,empYear,4338,Southwest
2003,Agricultural Implement Manufacturing,EDR 8 - Southwest,empYear,1617,Southwest
2003,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,empYear,637,Southwest
2002,"Total, All Industries",EDR 8 - Southwest,empYear,52719,Southwest
2002,Animal Production and Aquaculture,EDR 8 - Southwest,empYear,720,Southwest
2002,Support Activities for Crop Production,EDR 8 - Southwest,empYear,117,Southwest
2002,Support Activities for Animal Production,EDR 8 - Southwest,empYear,49,Southwest
2002,Food Manufacturing,EDR 8 - Southwest,empYear,5541,Southwest
2002,Agricultural Implement Manufacturing,EDR 8 - Southwest,empYear,1561,Southwest
2002,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,empYear,650,Southwest
2001,"Total, All Industries",EDR 8 - Southwest,empYear,53213,Southwest
2001,Animal Production and Aquaculture,EDR 8 - Southwest,empYear,676,Southwest
2001,Support Activities for Crop Production,EDR 8 - Southwest,empYear,131,Southwest
2001,Support Activities for Animal Production,EDR 8 - Southwest,empYear,51,Southwest
2001,Food Manufacturing,EDR 8 - Southwest,empYear,5811,Southwest
2001,Agricultural Implement Manufacturing,EDR 8 - Southwest,empYear,1502,Southwest
2001,Farm Product Raw Material Merchant Wholesalers,EDR 8 - Southwest,empYear,667,Southwest
2018,"Total, All Industries",EDR 9 - South Central,empYear,105963,Southwest
2018,Crop Production,EDR 9 - South Central,empYear,313,Southwest
2018,Animal Production and Aquaculture,EDR 9 - South Central,empYear,2531,Southwest
2018,Support Activities for Crop Production,EDR 9 - South Central,empYear,104,Southwest
2018,Support Activities for Animal Production,EDR 9 - South Central,empYear,146,Southwest
2018,Food Manufacturing,EDR 9 - South Central,empYear,5757,Southwest
2018,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,empYear,670,Southwest
2018,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,empYear,710,Southwest
2017,"Total, All Industries",EDR 9 - South Central,empYear,106333,Southwest
2017,Crop Production,EDR 9 - South Central,empYear,315,Southwest
2017,Animal Production and Aquaculture,EDR 9 - South Central,empYear,2615,Southwest
2017,Support Activities for Crop Production,EDR 9 - South Central,empYear,113,Southwest
2017,Support Activities for Animal Production,EDR 9 - South Central,empYear,66,Southwest
2017,Food Manufacturing,EDR 9 - South Central,empYear,5909,Southwest
2017,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,empYear,669,Southwest
2017,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,empYear,688,Southwest
2016,"Total, All Industries",EDR 9 - South Central,empYear,105743,Southwest
2016,Crop Production,EDR 9 - South Central,empYear,310,Southwest
2016,Animal Production and Aquaculture,EDR 9 - South Central,empYear,2570,Southwest
2016,Support Activities for Crop Production,EDR 9 - South Central,empYear,76,Southwest
2016,Support Activities for Animal Production,EDR 9 - South Central,empYear,29,Southwest
2016,Food Manufacturing,EDR 9 - South Central,empYear,5585,Southwest
2016,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,empYear,720,Southwest
2016,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,empYear,648,Southwest
2015,"Total, All Industries",EDR 9 - South Central,empYear,103924,Southwest
2015,Crop Production,EDR 9 - South Central,empYear,361,Southwest
2015,Animal Production and Aquaculture,EDR 9 - South Central,empYear,2508,Southwest
2015,Support Activities for Crop Production,EDR 9 - South Central,empYear,80,Southwest
2015,Support Activities for Animal Production,EDR 9 - South Central,empYear,20,Southwest
2015,Food Manufacturing,EDR 9 - South Central,empYear,5035,Southwest
2015,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,empYear,733,Southwest
2015,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,empYear,653,Southwest
2014,"Total, All Industries",EDR 9 - South Central,empYear,102514,Southwest
2014,Crop Production,EDR 9 - South Central,empYear,339,Southwest
2014,Animal Production and Aquaculture,EDR 9 - South Central,empYear,2447,Southwest
2014,Support Activities for Crop Production,EDR 9 - South Central,empYear,124,Southwest
2014,Food Manufacturing,EDR 9 - South Central,empYear,4921,Southwest
2014,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,empYear,716,Southwest
2014,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,empYear,631,Southwest
2013,"Total, All Industries",EDR 9 - South Central,empYear,102478,Southwest
2013,Crop Production,EDR 9 - South Central,empYear,245,Southwest
2013,Animal Production and Aquaculture,EDR 9 - South Central,empYear,2322,Southwest
2013,Support Activities for Crop Production,EDR 9 - South Central,empYear,107,Southwest
2013,Food Manufacturing,EDR 9 - South Central,empYear,4843,Southwest
2013,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,empYear,717,Southwest
2013,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,empYear,665,Southwest
2012,"Total, All Industries",EDR 9 - South Central,empYear,101772,Southwest
2012,Crop Production,EDR 9 - South Central,empYear,248,Southwest
2012,Animal Production and Aquaculture,EDR 9 - South Central,empYear,2252,Southwest
2012,Support Activities for Crop Production,EDR 9 - South Central,empYear,96,Southwest
2012,Food Manufacturing,EDR 9 - South Central,empYear,4848,Southwest
2012,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,empYear,732,Southwest
2012,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,empYear,662,Southwest
2011,"Total, All Industries",EDR 9 - South Central,empYear,100989,Southwest
2011,Crop Production,EDR 9 - South Central,empYear,230,Southwest
2011,Animal Production and Aquaculture,EDR 9 - South Central,empYear,2058,Southwest
2011,Support Activities for Crop Production,EDR 9 - South Central,empYear,101,Southwest
2011,Food Manufacturing,EDR 9 - South Central,empYear,5045,Southwest
2011,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,empYear,747,Southwest
2011,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,empYear,659,Southwest
2010,"Total, All Industries",EDR 9 - South Central,empYear,99744,Southwest
2010,Crop Production,EDR 9 - South Central,empYear,217,Southwest
2010,Animal Production and Aquaculture,EDR 9 - South Central,empYear,2151,Southwest
2010,Support Activities for Crop Production,EDR 9 - South Central,empYear,95,Southwest
2010,Food Manufacturing,EDR 9 - South Central,empYear,4891,Southwest
2010,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,empYear,740,Southwest
2010,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,empYear,656,Southwest
2009,"Total, All Industries",EDR 9 - South Central,empYear,100354,Southwest
2009,Crop Production,EDR 9 - South Central,empYear,199,Southwest
2009,Animal Production and Aquaculture,EDR 9 - South Central,empYear,2190,Southwest
2009,Support Activities for Crop Production,EDR 9 - South Central,empYear,96,Southwest
2009,Support Activities for Animal Production,EDR 9 - South Central,empYear,62,Southwest
2009,Food Manufacturing,EDR 9 - South Central,empYear,4811,Southwest
2009,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,empYear,709,Southwest
2009,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,empYear,794,Southwest
2008,"Total, All Industries",EDR 9 - South Central,empYear,104737,Southwest
2008,Crop Production,EDR 9 - South Central,empYear,191,Southwest
2008,Animal Production and Aquaculture,EDR 9 - South Central,empYear,2136,Southwest
2008,Support Activities for Crop Production,EDR 9 - South Central,empYear,106,Southwest
2008,Support Activities for Animal Production,EDR 9 - South Central,empYear,66,Southwest
2008,Food Manufacturing,EDR 9 - South Central,empYear,4751,Southwest
2008,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,empYear,683,Southwest
2008,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,empYear,794,Southwest
2007,"Total, All Industries",EDR 9 - South Central,empYear,104900,Southwest
2007,Crop Production,EDR 9 - South Central,empYear,158,Southwest
2007,Animal Production and Aquaculture,EDR 9 - South Central,empYear,2125,Southwest
2007,Support Activities for Crop Production,EDR 9 - South Central,empYear,91,Southwest
2007,Support Activities for Animal Production,EDR 9 - South Central,empYear,70,Southwest
2007,Food Manufacturing,EDR 9 - South Central,empYear,4778,Southwest
2007,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,empYear,666,Southwest
2007,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,empYear,799,Southwest
2006,"Total, All Industries",EDR 9 - South Central,empYear,105182,Southwest
2006,Crop Production,EDR 9 - South Central,empYear,152,Southwest
2006,Animal Production and Aquaculture,EDR 9 - South Central,empYear,2013,Southwest
2006,Support Activities for Crop Production,EDR 9 - South Central,empYear,88,Southwest
2006,Support Activities for Animal Production,EDR 9 - South Central,empYear,63,Southwest
2006,Food Manufacturing,EDR 9 - South Central,empYear,4729,Southwest
2006,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,empYear,666,Southwest
2006,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,empYear,792,Southwest
2005,"Total, All Industries",EDR 9 - South Central,empYear,103789,Southwest
2005,Crop Production,EDR 9 - South Central,empYear,159,Southwest
2005,Animal Production and Aquaculture,EDR 9 - South Central,empYear,2003,Southwest
2005,Support Activities for Crop Production,EDR 9 - South Central,empYear,64,Southwest
2005,Support Activities for Animal Production,EDR 9 - South Central,empYear,64,Southwest
2005,Food Manufacturing,EDR 9 - South Central,empYear,5034,Southwest
2005,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,empYear,624,Southwest
2005,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,empYear,857,Southwest
2004,"Total, All Industries",EDR 9 - South Central,empYear,102970,Southwest
2004,Crop Production,EDR 9 - South Central,empYear,152,Southwest
2004,Animal Production and Aquaculture,EDR 9 - South Central,empYear,1953,Southwest
2004,Support Activities for Crop Production,EDR 9 - South Central,empYear,64,Southwest
2004,Support Activities for Animal Production,EDR 9 - South Central,empYear,69,Southwest
2004,Food Manufacturing,EDR 9 - South Central,empYear,5179,Southwest
2004,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,empYear,603,Southwest
2004,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,empYear,857,Southwest
2003,"Total, All Industries",EDR 9 - South Central,empYear,102426,Southwest
2003,Crop Production,EDR 9 - South Central,empYear,162,Southwest
2003,Animal Production and Aquaculture,EDR 9 - South Central,empYear,1887,Southwest
2003,Support Activities for Crop Production,EDR 9 - South Central,empYear,65,Southwest
2003,Support Activities for Animal Production,EDR 9 - South Central,empYear,73,Southwest
2003,Food Manufacturing,EDR 9 - South Central,empYear,5388,Southwest
2003,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,empYear,596,Southwest
2003,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,empYear,796,Southwest
2002,"Total, All Industries",EDR 9 - South Central,empYear,103353,Southwest
2002,Crop Production,EDR 9 - South Central,empYear,154,Southwest
2002,Animal Production and Aquaculture,EDR 9 - South Central,empYear,1823,Southwest
2002,Support Activities for Crop Production,EDR 9 - South Central,empYear,65,Southwest
2002,Support Activities for Animal Production,EDR 9 - South Central,empYear,65,Southwest
2002,Food Manufacturing,EDR 9 - South Central,empYear,5489,Southwest
2002,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,empYear,568,Southwest
2002,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,empYear,798,Southwest
2001,"Total, All Industries",EDR 9 - South Central,empYear,103128,Southwest
2001,Crop Production,EDR 9 - South Central,empYear,186,Southwest
2001,Animal Production and Aquaculture,EDR 9 - South Central,empYear,1782,Southwest
2001,Support Activities for Crop Production,EDR 9 - South Central,empYear,73,Southwest
2001,Support Activities for Animal Production,EDR 9 - South Central,empYear,56,Southwest
2001,Food Manufacturing,EDR 9 - South Central,empYear,5563,Southwest
2001,Farm Product Raw Material Merchant Wholesalers,EDR 9 - South Central,empYear,609,Southwest
2001,Farm Supplies Merchant Wholesalers,EDR 9 - South Central,empYear,793,Southwest
2018,"Total, All Industries",EDR 10 - Southeast,empYear,244576,Southeast
2018,Crop Production,EDR 10 - Southeast,empYear,668,Southeast
2018,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,2106,Southeast
2018,Support Activities for Crop Production,EDR 10 - Southeast,empYear,162,Southeast
2018,Support Activities for Animal Production,EDR 10 - Southeast,empYear,103,Southeast
2018,Food Manufacturing,EDR 10 - Southeast,empYear,10594,Southeast
2018,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,72,Southeast
2018,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,599,Southeast
2018,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,652,Southeast
2017,"Total, All Industries",EDR 10 - Southeast,empYear,242752,Southeast
2017,Crop Production,EDR 10 - Southeast,empYear,658,Southeast
2017,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,2162,Southeast
2017,Support Activities for Crop Production,EDR 10 - Southeast,empYear,180,Southeast
2017,Support Activities for Animal Production,EDR 10 - Southeast,empYear,109,Southeast
2017,Food Manufacturing,EDR 10 - Southeast,empYear,10726,Southeast
2017,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,71,Southeast
2017,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,569,Southeast
2017,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,653,Southeast
2016,"Total, All Industries",EDR 10 - Southeast,empYear,241050,Southeast
2016,Crop Production,EDR 10 - Southeast,empYear,657,Southeast
2016,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,2179,Southeast
2016,Support Activities for Crop Production,EDR 10 - Southeast,empYear,204,Southeast
2016,Support Activities for Animal Production,EDR 10 - Southeast,empYear,107,Southeast
2016,Food Manufacturing,EDR 10 - Southeast,empYear,10497,Southeast
2016,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,56,Southeast
2016,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,596,Southeast
2016,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,646,Southeast
2015,"Total, All Industries",EDR 10 - Southeast,empYear,237642,Southeast
2015,Crop Production,EDR 10 - Southeast,empYear,589,Southeast
2015,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,2182,Southeast
2015,Support Activities for Crop Production,EDR 10 - Southeast,empYear,215,Southeast
2015,Support Activities for Animal Production,EDR 10 - Southeast,empYear,111,Southeast
2015,Food Manufacturing,EDR 10 - Southeast,empYear,10279,Southeast
2015,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,43,Southeast
2015,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,595,Southeast
2015,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,625,Southeast
2014,"Total, All Industries",EDR 10 - Southeast,empYear,235382,Southeast
2014,Crop Production,EDR 10 - Southeast,empYear,558,Southeast
2014,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,2074,Southeast
2014,Support Activities for Crop Production,EDR 10 - Southeast,empYear,148,Southeast
2014,Support Activities for Animal Production,EDR 10 - Southeast,empYear,46,Southeast
2014,Food Manufacturing,EDR 10 - Southeast,empYear,10312,Southeast
2014,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,40,Southeast
2014,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,601,Southeast
2014,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,602,Southeast
2013,"Total, All Industries",EDR 10 - Southeast,empYear,235160,Southeast
2013,Crop Production,EDR 10 - Southeast,empYear,672,Southeast
2013,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,2080,Southeast
2013,Support Activities for Crop Production,EDR 10 - Southeast,empYear,89,Southeast
2013,Support Activities for Animal Production,EDR 10 - Southeast,empYear,18,Southeast
2013,Food Manufacturing,EDR 10 - Southeast,empYear,10209,Southeast
2013,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,37,Southeast
2013,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,596,Southeast
2013,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,670,Southeast
2012,"Total, All Industries",EDR 10 - Southeast,empYear,233147,Southeast
2012,Crop Production,EDR 10 - Southeast,empYear,651,Southeast
2012,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1980,Southeast
2012,Support Activities for Crop Production,EDR 10 - Southeast,empYear,129,Southeast
2012,Food Manufacturing,EDR 10 - Southeast,empYear,10241,Southeast
2012,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,66,Southeast
2012,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,523,Southeast
2012,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,654,Southeast
2011,"Total, All Industries",EDR 10 - Southeast,empYear,228519,Southeast
2011,Crop Production,EDR 10 - Southeast,empYear,685,Southeast
2011,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1874,Southeast
2011,Support Activities for Crop Production,EDR 10 - Southeast,empYear,90,Southeast
2011,Support Activities for Animal Production,EDR 10 - Southeast,empYear,17,Southeast
2011,Food Manufacturing,EDR 10 - Southeast,empYear,10034,Southeast
2011,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,67,Southeast
2011,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,635,Southeast
2011,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,640,Southeast
2010,"Total, All Industries",EDR 10 - Southeast,empYear,225090,Southeast
2010,Crop Production,EDR 10 - Southeast,empYear,634,Southeast
2010,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1730,Southeast
2010,Support Activities for Crop Production,EDR 10 - Southeast,empYear,70,Southeast
2010,Support Activities for Animal Production,EDR 10 - Southeast,empYear,34,Southeast
2010,Food Manufacturing,EDR 10 - Southeast,empYear,9894,Southeast
2010,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,56,Southeast
2010,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,627,Southeast
2010,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,620,Southeast
2009,"Total, All Industries",EDR 10 - Southeast,empYear,226917,Southeast
2009,Crop Production,EDR 10 - Southeast,empYear,609,Southeast
2009,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1659,Southeast
2009,Support Activities for Crop Production,EDR 10 - Southeast,empYear,26,Southeast
2009,Support Activities for Animal Production,EDR 10 - Southeast,empYear,66,Southeast
2009,Food Manufacturing,EDR 10 - Southeast,empYear,9890,Southeast
2009,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,57,Southeast
2009,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,645,Southeast
2009,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,654,Southeast
2008,"Total, All Industries",EDR 10 - Southeast,empYear,234239,Southeast
2008,Crop Production,EDR 10 - Southeast,empYear,550,Southeast
2008,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1640,Southeast
2008,Support Activities for Animal Production,EDR 10 - Southeast,empYear,120,Southeast
2008,Food Manufacturing,EDR 10 - Southeast,empYear,9978,Southeast
2008,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,58,Southeast
2008,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,651,Southeast
2008,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,617,Southeast
2007,"Total, All Industries",EDR 10 - Southeast,empYear,234240,Southeast
2007,Crop Production,EDR 10 - Southeast,empYear,517,Southeast
2007,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1581,Southeast
2007,Support Activities for Animal Production,EDR 10 - Southeast,empYear,105,Southeast
2007,Food Manufacturing,EDR 10 - Southeast,empYear,9896,Southeast
2007,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,51,Southeast
2007,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,657,Southeast
2007,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,590,Southeast
2006,"Total, All Industries",EDR 10 - Southeast,empYear,233324,Southeast
2006,Crop Production,EDR 10 - Southeast,empYear,510,Southeast
2006,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1518,Southeast
2006,Support Activities for Crop Production,EDR 10 - Southeast,empYear,6,Southeast
2006,Support Activities for Animal Production,EDR 10 - Southeast,empYear,101,Southeast
2006,Food Manufacturing,EDR 10 - Southeast,empYear,9856,Southeast
2006,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,53,Southeast
2006,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,602,Southeast
2006,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,604,Southeast
2005,"Total, All Industries",EDR 10 - Southeast,empYear,229647,Southeast
2005,Crop Production,EDR 10 - Southeast,empYear,448,Southeast
2005,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1525,Southeast
2005,Support Activities for Crop Production,EDR 10 - Southeast,empYear,47,Southeast
2005,Support Activities for Animal Production,EDR 10 - Southeast,empYear,96,Southeast
2005,Food Manufacturing,EDR 10 - Southeast,empYear,10089,Southeast
2005,Agricultural Implement Manufacturing,EDR 10 - Southeast,empYear,57,Southeast
2005,Farm Product Raw Material Merchant Wholesalers,EDR 10 - Southeast,empYear,548,Southeast
2005,Farm Supplies Merchant Wholesalers,EDR 10 - Southeast,empYear,649,Southeast
2004,"Total, All Industries",EDR 10 - Southeast,empYear,227477,Southeast
2004,Crop Production,EDR 10 - Southeast,empYear,444,Southeast
2004,Animal Production and Aquaculture,EDR 10 - Southeast,empYear,1460,Southeast
2004,Support Activities for Crop Production,EDR 10 - Southeast,empYear,41,Southeast
2004,Support Activities for Animal Production,EDR 10 - Southeast,empYear,84,Southeast
