periodyear,naicstitle,Name,emp.break,emp,countyfp,Dem_RUCA,Dem_Desc,edr,planning.region
2003,Food Manufacturing,Sherburne,empYear,24,141,D,Entirely urban,EDR 7W- Central,Central
2003,Farm Supplies Merchant Wholesalers,Sherburne,empYear,34,141,D,Entirely urban,EDR 7W- Central,Central
2002,"Total, All Industries",Sherburne,empYear,20717,141,D,Entirely urban,EDR 7W- Central,Central
2002,Crop Production,Sherburne,empYear,241,141,D,Entirely urban,EDR 7W- Central,Central
2002,Support Activities for Crop Production,Sherburne,empYear,5,141,D,Entirely urban,EDR 7W- Central,Central
2002,Food Manufacturing,Sherburne,empYear,34,141,D,Entirely urban,EDR 7W- Central,Central
2001,"Total, All Industries",Sherburne,empYear,20480,141,D,Entirely urban,EDR 7W- Central,Central
2001,Crop Production,Sherburne,empYear,247,141,D,Entirely urban,EDR 7W- Central,Central
2001,Food Manufacturing,Sherburne,empYear,27,141,D,Entirely urban,EDR 7W- Central,Central
2018,"Total, All Industries",Sibley,empYear,4344,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2018,Crop Production,Sibley,empYear,63,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2018,Animal Production and Aquaculture,Sibley,empYear,708,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2018,Support Activities for Crop Production,Sibley,empYear,1,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2018,Food Manufacturing,Sibley,empYear,465,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2018,Farm Product Raw Material Merchant Wholesalers,Sibley,empYear,24,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2018,Farm Supplies Merchant Wholesalers,Sibley,empYear,28,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2017,"Total, All Industries",Sibley,empYear,4410,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2017,Crop Production,Sibley,empYear,58,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2017,Animal Production and Aquaculture,Sibley,empYear,709,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2017,Support Activities for Animal Production,Sibley,empYear,1,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2017,Food Manufacturing,Sibley,empYear,520,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2017,Farm Product Raw Material Merchant Wholesalers,Sibley,empYear,25,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2017,Farm Supplies Merchant Wholesalers,Sibley,empYear,30,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2016,"Total, All Industries",Sibley,empYear,4368,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2016,Crop Production,Sibley,empYear,53,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2016,Animal Production and Aquaculture,Sibley,empYear,698,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2016,Support Activities for Crop Production,Sibley,empYear,1,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2016,Support Activities for Animal Production,Sibley,empYear,2,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2016,Food Manufacturing,Sibley,empYear,72,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2016,Farm Product Raw Material Merchant Wholesalers,Sibley,empYear,19,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2016,Farm Supplies Merchant Wholesalers,Sibley,empYear,29,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2015,"Total, All Industries",Sibley,empYear,3988,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2015,Crop Production,Sibley,empYear,52,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2015,Animal Production and Aquaculture,Sibley,empYear,722,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2015,Food Manufacturing,Sibley,empYear,15,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2015,Farm Supplies Merchant Wholesalers,Sibley,empYear,31,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2014,"Total, All Industries",Sibley,empYear,4032,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2014,Crop Production,Sibley,empYear,31,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2014,Animal Production and Aquaculture,Sibley,empYear,718,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2014,Food Manufacturing,Sibley,empYear,73,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2014,Farm Supplies Merchant Wholesalers,Sibley,empYear,28,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2013,"Total, All Industries",Sibley,empYear,4167,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2013,Crop Production,Sibley,empYear,42,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2013,Animal Production and Aquaculture,Sibley,empYear,706,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2013,Food Manufacturing,Sibley,empYear,145,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2013,Farm Supplies Merchant Wholesalers,Sibley,empYear,28,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2012,"Total, All Industries",Sibley,empYear,4567,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2012,Crop Production,Sibley,empYear,16,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2012,Animal Production and Aquaculture,Sibley,empYear,666,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2012,Food Manufacturing,Sibley,empYear,84,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2012,Farm Product Raw Material Merchant Wholesalers,Sibley,empYear,31,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2012,Farm Supplies Merchant Wholesalers,Sibley,empYear,38,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2011,"Total, All Industries",Sibley,empYear,4319,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2011,Animal Production and Aquaculture,Sibley,empYear,552,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2011,Food Manufacturing,Sibley,empYear,54,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2011,Farm Product Raw Material Merchant Wholesalers,Sibley,empYear,58,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2011,Farm Supplies Merchant Wholesalers,Sibley,empYear,42,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2010,"Total, All Industries",Sibley,empYear,4204,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2010,Animal Production and Aquaculture,Sibley,empYear,542,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2010,Food Manufacturing,Sibley,empYear,186,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2010,Farm Product Raw Material Merchant Wholesalers,Sibley,empYear,60,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2010,Farm Supplies Merchant Wholesalers,Sibley,empYear,43,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2009,"Total, All Industries",Sibley,empYear,4139,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2009,Animal Production and Aquaculture,Sibley,empYear,531,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2009,Food Manufacturing,Sibley,empYear,174,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2009,Farm Product Raw Material Merchant Wholesalers,Sibley,empYear,50,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2009,Farm Supplies Merchant Wholesalers,Sibley,empYear,51,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2008,"Total, All Industries",Sibley,empYear,4134,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2008,Animal Production and Aquaculture,Sibley,empYear,532,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2008,Food Manufacturing,Sibley,empYear,29,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2008,Farm Product Raw Material Merchant Wholesalers,Sibley,empYear,22,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2008,Farm Supplies Merchant Wholesalers,Sibley,empYear,34,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2007,"Total, All Industries",Sibley,empYear,4219,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2007,Animal Production and Aquaculture,Sibley,empYear,540,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2007,Farm Supplies Merchant Wholesalers,Sibley,empYear,35,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2006,"Total, All Industries",Sibley,empYear,4233,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2006,Animal Production and Aquaculture,Sibley,empYear,516,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2006,Farm Product Raw Material Merchant Wholesalers,Sibley,empYear,14,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2006,Farm Supplies Merchant Wholesalers,Sibley,empYear,35,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2005,"Total, All Industries",Sibley,empYear,4296,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2005,Animal Production and Aquaculture,Sibley,empYear,476,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2005,Farm Product Raw Material Merchant Wholesalers,Sibley,empYear,4,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2005,Farm Supplies Merchant Wholesalers,Sibley,empYear,30,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2004,"Total, All Industries",Sibley,empYear,4176,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2004,Animal Production and Aquaculture,Sibley,empYear,455,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2004,Food Manufacturing,Sibley,empYear,18,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2004,Farm Supplies Merchant Wholesalers,Sibley,empYear,31,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2003,"Total, All Industries",Sibley,empYear,4185,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2003,Animal Production and Aquaculture,Sibley,empYear,457,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2003,Farm Supplies Merchant Wholesalers,Sibley,empYear,32,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2002,"Total, All Industries",Sibley,empYear,4131,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2002,Animal Production and Aquaculture,Sibley,empYear,445,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2002,Farm Supplies Merchant Wholesalers,Sibley,empYear,5,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2001,"Total, All Industries",Sibley,empYear,4102,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2001,Animal Production and Aquaculture,Sibley,empYear,482,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2001,Food Manufacturing,Sibley,empYear,22,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2001,Farm Supplies Merchant Wholesalers,Sibley,empYear,14,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest
2018,"Total, All Industries",Stearns,empYear,86864,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2018,Crop Production,Stearns,empYear,60,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2018,Animal Production and Aquaculture,Stearns,empYear,738,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2018,Support Activities for Crop Production,Stearns,empYear,55,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2018,Support Activities for Animal Production,Stearns,empYear,16,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2018,Food Manufacturing,Stearns,empYear,2441,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2018,Farm Supplies Merchant Wholesalers,Stearns,empYear,143,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2017,"Total, All Industries",Stearns,empYear,86534,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2017,Crop Production,Stearns,empYear,56,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2017,Animal Production and Aquaculture,Stearns,empYear,693,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2017,Support Activities for Crop Production,Stearns,empYear,87,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2017,Support Activities for Animal Production,Stearns,empYear,14,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2017,Food Manufacturing,Stearns,empYear,2291,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2017,Farm Product Raw Material Merchant Wholesalers,Stearns,empYear,22,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2017,Farm Supplies Merchant Wholesalers,Stearns,empYear,160,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2016,"Total, All Industries",Stearns,empYear,85243,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2016,Crop Production,Stearns,empYear,72,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2016,Animal Production and Aquaculture,Stearns,empYear,607,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2016,Support Activities for Crop Production,Stearns,empYear,80,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2016,Support Activities for Animal Production,Stearns,empYear,75,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2016,Food Manufacturing,Stearns,empYear,2223,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2016,Farm Product Raw Material Merchant Wholesalers,Stearns,empYear,53,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2016,Farm Supplies Merchant Wholesalers,Stearns,empYear,161,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2015,"Total, All Industries",Stearns,empYear,84183,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2015,Crop Production,Stearns,empYear,36,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2015,Animal Production and Aquaculture,Stearns,empYear,642,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2015,Support Activities for Crop Production,Stearns,empYear,87,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2015,Support Activities for Animal Production,Stearns,empYear,68,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2015,Food Manufacturing,Stearns,empYear,2262,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2015,Farm Product Raw Material Merchant Wholesalers,Stearns,empYear,62,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2015,Farm Supplies Merchant Wholesalers,Stearns,empYear,166,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2014,"Total, All Industries",Stearns,empYear,82976,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2014,Animal Production and Aquaculture,Stearns,empYear,634,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2014,Support Activities for Crop Production,Stearns,empYear,59,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2014,Support Activities for Animal Production,Stearns,empYear,33,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2014,Food Manufacturing,Stearns,empYear,2208,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2014,Farm Product Raw Material Merchant Wholesalers,Stearns,empYear,24,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2014,Farm Supplies Merchant Wholesalers,Stearns,empYear,170,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2013,"Total, All Industries",Stearns,empYear,81266,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2013,Animal Production and Aquaculture,Stearns,empYear,600,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2013,Food Manufacturing,Stearns,empYear,2136,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2013,Farm Product Raw Material Merchant Wholesalers,Stearns,empYear,22,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2013,Farm Supplies Merchant Wholesalers,Stearns,empYear,184,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2012,"Total, All Industries",Stearns,empYear,81000,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2012,Animal Production and Aquaculture,Stearns,empYear,593,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2012,Support Activities for Crop Production,Stearns,empYear,91,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2012,Food Manufacturing,Stearns,empYear,2066,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2012,Farm Supplies Merchant Wholesalers,Stearns,empYear,171,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2011,"Total, All Industries",Stearns,empYear,79207,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2011,Crop Production,Stearns,empYear,7,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2011,Animal Production and Aquaculture,Stearns,empYear,566,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2011,Support Activities for Crop Production,Stearns,empYear,101,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2011,Support Activities for Animal Production,Stearns,empYear,7,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2011,Food Manufacturing,Stearns,empYear,2071,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2011,Farm Supplies Merchant Wholesalers,Stearns,empYear,167,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2010,"Total, All Industries",Stearns,empYear,77294,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2010,Crop Production,Stearns,empYear,24,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2010,Animal Production and Aquaculture,Stearns,empYear,534,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2010,Support Activities for Crop Production,Stearns,empYear,36,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2010,Support Activities for Animal Production,Stearns,empYear,42,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2010,Food Manufacturing,Stearns,empYear,2095,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2010,Farm Supplies Merchant Wholesalers,Stearns,empYear,178,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2009,"Total, All Industries",Stearns,empYear,77739,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2009,Animal Production and Aquaculture,Stearns,empYear,513,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2009,Support Activities for Crop Production,Stearns,empYear,18,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2009,Support Activities for Animal Production,Stearns,empYear,45,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2009,Food Manufacturing,Stearns,empYear,2115,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2009,Agricultural Implement Manufacturing,Stearns,empYear,30,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2009,Farm Supplies Merchant Wholesalers,Stearns,empYear,154,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2008,"Total, All Industries",Stearns,empYear,81946,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2008,Animal Production and Aquaculture,Stearns,empYear,533,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2008,Support Activities for Crop Production,Stearns,empYear,63,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2008,Support Activities for Animal Production,Stearns,empYear,40,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2008,Food Manufacturing,Stearns,empYear,2147,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2008,Farm Supplies Merchant Wholesalers,Stearns,empYear,161,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2007,"Total, All Industries",Stearns,empYear,81887,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2007,Animal Production and Aquaculture,Stearns,empYear,456,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2007,Support Activities for Crop Production,Stearns,empYear,50,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2007,Support Activities for Animal Production,Stearns,empYear,41,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2007,Food Manufacturing,Stearns,empYear,2118,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2007,Farm Supplies Merchant Wholesalers,Stearns,empYear,178,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2006,"Total, All Industries",Stearns,empYear,79514,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2006,Animal Production and Aquaculture,Stearns,empYear,436,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2006,Support Activities for Crop Production,Stearns,empYear,54,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2006,Food Manufacturing,Stearns,empYear,2033,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2006,Agricultural Implement Manufacturing,Stearns,empYear,6,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2006,Farm Product Raw Material Merchant Wholesalers,Stearns,empYear,33,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2006,Farm Supplies Merchant Wholesalers,Stearns,empYear,184,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2005,"Total, All Industries",Stearns,empYear,77608,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2005,Animal Production and Aquaculture,Stearns,empYear,401,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2005,Support Activities for Crop Production,Stearns,empYear,61,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2005,Support Activities for Animal Production,Stearns,empYear,12,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2005,Food Manufacturing,Stearns,empYear,2077,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2005,Agricultural Implement Manufacturing,Stearns,empYear,39,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2005,Farm Product Raw Material Merchant Wholesalers,Stearns,empYear,34,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2005,Farm Supplies Merchant Wholesalers,Stearns,empYear,180,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2004,"Total, All Industries",Stearns,empYear,77388,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2004,Animal Production and Aquaculture,Stearns,empYear,327,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2004,Support Activities for Crop Production,Stearns,empYear,57,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2004,Support Activities for Animal Production,Stearns,empYear,33,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2004,Food Manufacturing,Stearns,empYear,2084,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2004,Farm Supplies Merchant Wholesalers,Stearns,empYear,181,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2003,"Total, All Industries",Stearns,empYear,76084,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2003,Animal Production and Aquaculture,Stearns,empYear,299,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2003,Support Activities for Crop Production,Stearns,empYear,16,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2003,Support Activities for Animal Production,Stearns,empYear,36,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2003,Food Manufacturing,Stearns,empYear,2015,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2003,Farm Product Raw Material Merchant Wholesalers,Stearns,empYear,22,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2003,Farm Supplies Merchant Wholesalers,Stearns,empYear,175,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2002,"Total, All Industries",Stearns,empYear,76561,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2002,Crop Production,Stearns,empYear,31,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2002,Animal Production and Aquaculture,Stearns,empYear,310,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2002,Support Activities for Crop Production,Stearns,empYear,28,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2002,Support Activities for Animal Production,Stearns,empYear,34,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2002,Food Manufacturing,Stearns,empYear,1963,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2002,Farm Product Raw Material Merchant Wholesalers,Stearns,empYear,23,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2002,Farm Supplies Merchant Wholesalers,Stearns,empYear,162,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2001,"Total, All Industries",Stearns,empYear,76110,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2001,Crop Production,Stearns,empYear,31,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2001,Animal Production and Aquaculture,Stearns,empYear,326,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2001,Support Activities for Crop Production,Stearns,empYear,15,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2001,Support Activities for Animal Production,Stearns,empYear,16,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2001,Food Manufacturing,Stearns,empYear,1984,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2001,Farm Product Raw Material Merchant Wholesalers,Stearns,empYear,25,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2001,Farm Supplies Merchant Wholesalers,Stearns,empYear,148,145,C,Urban/town/rural mix,EDR 7W- Central,Central
2018,"Total, All Industries",Steele,empYear,20970,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2018,Crop Production,Steele,empYear,132,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2018,Animal Production and Aquaculture,Steele,empYear,39,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2018,Food Manufacturing,Steele,empYear,514,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2018,Farm Supplies Merchant Wholesalers,Steele,empYear,78,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2017,"Total, All Industries",Steele,empYear,20920,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2017,Crop Production,Steele,empYear,116,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2017,Animal Production and Aquaculture,Steele,empYear,45,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2017,Food Manufacturing,Steele,empYear,480,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2017,Farm Supplies Merchant Wholesalers,Steele,empYear,79,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2016,"Total, All Industries",Steele,empYear,21621,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2016,Crop Production,Steele,empYear,114,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2016,Animal Production and Aquaculture,Steele,empYear,51,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2016,Food Manufacturing,Steele,empYear,477,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2016,Farm Supplies Merchant Wholesalers,Steele,empYear,34,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2015,"Total, All Industries",Steele,empYear,21426,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2015,Crop Production,Steele,empYear,31,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2015,Animal Production and Aquaculture,Steele,empYear,30,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2015,Food Manufacturing,Steele,empYear,481,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2014,"Total, All Industries",Steele,empYear,21530,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2014,Crop Production,Steele,empYear,27,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2014,Animal Production and Aquaculture,Steele,empYear,26,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2014,Food Manufacturing,Steele,empYear,470,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2014,Farm Supplies Merchant Wholesalers,Steele,empYear,39,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2013,"Total, All Industries",Steele,empYear,21520,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2013,Crop Production,Steele,empYear,131,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2013,Animal Production and Aquaculture,Steele,empYear,33,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2013,Food Manufacturing,Steele,empYear,414,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
2013,Farm Supplies Merchant Wholesalers,Steele,empYear,39,147,B,Town/rural mix,EDR 10 - Southeast,Southeast
